Batch,Community,Isolate1,Isolate2,Freq1,Freq2,image_name_pair,image_name_isolate1,image_name_isolate2,color_channel,folder_original,folder_channel,folder_rolled,folder_threshold,folder_round,folder_watershed,folder_transect,folder_feature,folder_random_forest,folder_bootstrap,folder_combined
C2,C11R2,8,10,95,5,C2_T8_C11R2_5-95_8_10,C2_T0_C11R2_8,C2_T0_C11R2_10,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,8,12,95,5,C2_T8_C11R2_5-95_8_12,C2_T0_C11R2_8,C2_T8_C11R2_12,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,8,2,95,5,C2_T8_C11R2_5-95_8_2,C2_T0_C11R2_8,C2_T0_C11R2_2,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,8,3,95,5,C2_T8_C11R2_5-95_8_3,C2_T0_C11R2_8,C2_T8_C11R2_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,8,4,95,5,C2_T8_C11R2_5-95_8_4,C2_T0_C11R2_8,C2_T8_C11R2_4,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,8,5,95,5,C2_T8_C11R2_5-95_8_5,C2_T0_C11R2_8,C2_T8_C11R2_5,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,8,6,95,5,C2_T8_C11R2_5-95_8_6,C2_T0_C11R2_8,C2_T8_C11R2_6,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,8,7,95,5,C2_T8_C11R2_5-95_8_7,C2_T0_C11R2_8,C2_T8_C11R2_7,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,10,50,50,C2_T8_C11R2_50-50_1_10,C2_T8_C11R2_1,C2_T0_C11R2_10,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,12,50,50,C2_T8_C11R2_50-50_1_12,C2_T8_C11R2_1,C2_T8_C11R2_12,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,2,50,50,C2_T8_C11R2_50-50_1_2,C2_T8_C11R2_1,C2_T0_C11R2_2,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,3,50,50,C2_T8_C11R2_50-50_1_3,C2_T8_C11R2_1,C2_T8_C11R2_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,4,50,50,C2_T8_C11R2_50-50_1_4,C2_T8_C11R2_1,C2_T8_C11R2_4,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,5,50,50,C2_T8_C11R2_50-50_1_5,C2_T8_C11R2_1,C2_T8_C11R2_5,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,6,50,50,C2_T8_C11R2_50-50_1_6,C2_T8_C11R2_1,C2_T8_C11R2_6,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,7,50,50,C2_T8_C11R2_50-50_1_7,C2_T8_C11R2_1,C2_T8_C11R2_7,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,1,8,50,50,C2_T8_C11R2_50-50_1_8,C2_T8_C11R2_1,C2_T0_C11R2_8,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,10,12,50,50,C2_T8_C11R2_50-50_10_12,C2_T0_C11R2_10,C2_T8_C11R2_12,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,2,10,50,50,C2_T8_C11R2_50-50_2_10,C2_T0_C11R2_2,C2_T0_C11R2_10,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,2,12,50,50,C2_T8_C11R2_50-50_2_12,C2_T0_C11R2_2,C2_T8_C11R2_12,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,2,3,50,50,C2_T8_C11R2_50-50_2_3,C2_T0_C11R2_2,C2_T8_C11R2_3,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,2,4,50,50,C2_T8_C11R2_50-50_2_4,C2_T0_C11R2_2,C2_T8_C11R2_4,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,2,5,50,50,C2_T8_C11R2_50-50_2_5,C2_T0_C11R2_2,C2_T8_C11R2_5,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,2,6,50,50,C2_T8_C11R2_50-50_2_6,C2_T0_C11R2_2,C2_T8_C11R2_6,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,2,7,50,50,C2_T8_C11R2_50-50_2_7,C2_T0_C11R2_2,C2_T8_C11R2_7,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
C2,C11R2,2,8,50,50,C2_T8_C11R2_50-50_2_8,C2_T0_C11R2_2,C2_T0_C11R2_8,green,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-00-original/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-01-channel/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-02-rolled/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-03-threshold/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-04-round/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-05-watershed/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-06-transect/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-07-feature/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-08-random_forest/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-09-bootstrap/,~/Dropbox/lab/emergent-coexistence/forDryad/pipeline/images/C2-NA/
