Community,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,Experiment,Result,InteractionType,From,To,ExpID1,ExpID2,Family1,Family2,NucleotideDifference,SequenceLength,Isolate1OD405,Isolate1OD620,Isolate2OD405,Isolate2OD620,OD405Difference,OD620Difference,Batch,Transfer,FileDirectory,FileName,ColonyCount,ColonyCount1,ColonyCount2
C11R1,3,6,95,5,Transitivity_B2,6,Competition exclusion,6,3,11.1.A.3,11.1.B.3,Moraxellaceae,Enterobacteriaceae,79,652,0.001714286,0.000428571,0.321714286,0.170142857,0.32,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_3_6.tiff,B2_T8_C11R1_5-95_3_6,83,0,83
C11R1,3,7,5,95,Transitivity_B2,7,Competition exclusion,7,3,11.1.A.3,11.1.C.1,Moraxellaceae,Enterobacteriaceae,111,840,0.001714286,0.000428571,0.329,0.174142857,0.327285714,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_7_3.tiff,B2_T8_C11R1_5-95_7_3,103,0,103
C11R1,3,7,50,50,Transitivity_B2,7,Competition exclusion,7,3,11.1.A.3,11.1.C.1,Moraxellaceae,Enterobacteriaceae,111,840,0.001714286,0.000428571,0.329,0.174142857,0.327285714,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_3_7.tiff,B2_T8_C11R1_50-50_3_7,61,0,61
C11R1,3,7,95,5,Transitivity_B2,7,Competition exclusion,7,3,11.1.A.3,11.1.C.1,Moraxellaceae,Enterobacteriaceae,111,840,0.001714286,0.000428571,0.329,0.174142857,0.327285714,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_3_7.tiff,B2_T8_C11R1_5-95_3_7,108,0,108
C11R1,4,5,5,95,Transitivity_B2,5,Competition exclusion,5,4,11.1.A.4,11.1.B.1,Enterobacteriaceae,Enterobacteriaceae,5,526,0.254,0.124428571,0.313142857,0.150714286,0.059142857,0.026285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_5_4.tiff,B2_T8_C11R1_5-95_5_4,103,0,103
C11R1,4,5,50,50,Transitivity_B2,5,Competition exclusion,5,4,11.1.A.4,11.1.B.1,Enterobacteriaceae,Enterobacteriaceae,5,526,0.254,0.124428571,0.313142857,0.150714286,0.059142857,0.026285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_4_5.tiff,B2_T8_C11R1_50-50_4_5,68,0,68
C11R1,4,5,95,5,Transitivity_B2,5,Competition exclusion,5,4,11.1.A.4,11.1.B.1,Enterobacteriaceae,Enterobacteriaceae,5,526,0.254,0.124428571,0.313142857,0.150714286,0.059142857,0.026285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_4_5.tiff,B2_T8_C11R1_5-95_4_5,120,0,120
C11R1,4,6,5,95,Transitivity_B2,6,Competition exclusion,6,4,11.1.A.4,11.1.B.3,Enterobacteriaceae,Enterobacteriaceae,5,657,0.254,0.124428571,0.321714286,0.170142857,0.067714286,0.045714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_6_4.tiff,B2_T8_C11R1_5-95_6_4,89,0,89
C11R1,4,6,50,50,Transitivity_B2,6,Competition exclusion,6,4,11.1.A.4,11.1.B.3,Enterobacteriaceae,Enterobacteriaceae,5,657,0.254,0.124428571,0.321714286,0.170142857,0.067714286,0.045714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_4_6.tiff,B2_T8_C11R1_50-50_4_6,54,0,54
C11R1,4,6,95,5,Transitivity_B2,6,Competition exclusion,6,4,11.1.A.4,11.1.B.3,Enterobacteriaceae,Enterobacteriaceae,5,657,0.254,0.124428571,0.321714286,0.170142857,0.067714286,0.045714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_4_6.tiff,B2_T8_C11R1_5-95_4_6,105,0,105
C11R1,4,7,5,95,Transitivity_B2,7,Competition exclusion,7,4,11.1.A.4,11.1.C.1,Enterobacteriaceae,Enterobacteriaceae,16,838,0.254,0.124428571,0.329,0.174142857,0.075,0.049714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_7_4.tiff,B2_T8_C11R1_5-95_7_4,75,0,75
C11R1,4,7,50,50,Transitivity_B2,7,Competition exclusion,7,4,11.1.A.4,11.1.C.1,Enterobacteriaceae,Enterobacteriaceae,16,838,0.254,0.124428571,0.329,0.174142857,0.075,0.049714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_4_7.tiff,B2_T8_C11R1_50-50_4_7,82,0,82
C11R1,4,7,95,5,Transitivity_B2,7,Competition exclusion,7,4,11.1.A.4,11.1.C.1,Enterobacteriaceae,Enterobacteriaceae,16,838,0.254,0.124428571,0.329,0.174142857,0.075,0.049714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_4_7.tiff,B2_T8_C11R1_5-95_4_7,114,0,114
C11R1,4,9,5,95,Transitivity_B2,4,Competition exclusion,4,9,11.1.A.4,11.1.C.3,Enterobacteriaceae,Comamonadaceae,139,794,0.254,0.124428571,0.000714286,0.000428571,0.253285714,0.124,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_9_4.tiff,B2_T8_C11R1_5-95_9_4,32,32,0
C11R1,5,8,5,95,Transitivity_B2,5,Competition exclusion,5,8,11.1.B.1,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,78,517,0.313142857,0.150714286,0.000428571,0.000428571,0.312714286,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_8_5.tiff,B2_T8_C11R1_5-95_8_5,153,153,0
C11R1,5,8,50,50,Transitivity_B2,5,Competition exclusion,5,8,11.1.B.1,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,78,517,0.313142857,0.150714286,0.000428571,0.000428571,0.312714286,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_5_8.tiff,B2_T8_C11R1_50-50_5_8,123,123,0
C11R1,5,8,95,5,Transitivity_B2,5,Competition exclusion,5,8,11.1.B.1,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,78,517,0.313142857,0.150714286,0.000428571,0.000428571,0.312714286,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_5_8.tiff,B2_T8_C11R1_5-95_5_8,57,57,0
C11R1,5,9,5,95,Transitivity_B2,5,Competition exclusion,5,9,11.1.B.1,11.1.C.3,Enterobacteriaceae,Comamonadaceae,74,506,0.313142857,0.150714286,0.000714286,0.000428571,0.312428571,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_9_5.tiff,B2_T8_C11R1_5-95_9_5,127,127,0
C11R1,5,9,50,50,Transitivity_B2,5,Competition exclusion,5,9,11.1.B.1,11.1.C.3,Enterobacteriaceae,Comamonadaceae,74,506,0.313142857,0.150714286,0.000714286,0.000428571,0.312428571,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_5_9.tiff,B2_T8_C11R1_50-50_5_9,64,64,0
C11R1,5,9,95,5,Transitivity_B2,5,Competition exclusion,5,9,11.1.B.1,11.1.C.3,Enterobacteriaceae,Comamonadaceae,74,506,0.313142857,0.150714286,0.000714286,0.000428571,0.312428571,0.150285714,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_5_9.tiff,B2_T8_C11R1_5-95_5_9,92,92,0
C11R1,6,8,5,95,Transitivity_B2,6,Competition exclusion,6,8,11.1.B.3,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,81,518,0.321714286,0.170142857,0.000428571,0.000428571,0.321285714,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_8_6.tiff,B2_T8_C11R1_5-95_8_6,125,125,0
C11R1,6,8,50,50,Transitivity_B2,6,Competition exclusion,6,8,11.1.B.3,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,81,518,0.321714286,0.170142857,0.000428571,0.000428571,0.321285714,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_6_8.tiff,B2_T8_C11R1_50-50_6_8,92,92,0
C11R1,6,8,95,5,Transitivity_B2,6,Competition exclusion,6,8,11.1.B.3,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,81,518,0.321714286,0.170142857,0.000428571,0.000428571,0.321285714,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_6_8.tiff,B2_T8_C11R1_5-95_6_8,83,83,0
C11R1,6,9,5,95,Transitivity_B2,6,Competition exclusion,6,9,11.1.B.3,11.1.C.3,Enterobacteriaceae,Comamonadaceae,96,597,0.321714286,0.170142857,0.000714286,0.000428571,0.321,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_9_6.tiff,B2_T8_C11R1_5-95_9_6,93,93,0
C11R1,6,9,50,50,Transitivity_B2,6,Competition exclusion,6,9,11.1.B.3,11.1.C.3,Enterobacteriaceae,Comamonadaceae,96,597,0.321714286,0.170142857,0.000714286,0.000428571,0.321,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_6_9.tiff,B2_T8_C11R1_50-50_6_9,71,71,0
C11R1,6,9,95,5,Transitivity_B2,6,Competition exclusion,6,9,11.1.B.3,11.1.C.3,Enterobacteriaceae,Comamonadaceae,96,597,0.321714286,0.170142857,0.000714286,0.000428571,0.321,0.169714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_6_9.tiff,B2_T8_C11R1_5-95_6_9,102,102,0
C11R1,7,8,5,95,Transitivity_B2,7,Competition exclusion,7,8,11.1.C.1,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,115,704,0.329,0.174142857,0.000428571,0.000428571,0.328571429,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_8_7.tiff,B2_T8_C11R1_5-95_8_7,95,95,0
C11R1,7,8,50,50,Transitivity_B2,7,Competition exclusion,7,8,11.1.C.1,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,115,704,0.329,0.174142857,0.000428571,0.000428571,0.328571429,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_7_8.tiff,B2_T8_C11R1_50-50_7_8,124,124,0
C11R1,7,8,95,5,Transitivity_B2,7,Competition exclusion,7,8,11.1.C.1,11.1.C.2,Enterobacteriaceae,Alcaligenaceae,115,704,0.329,0.174142857,0.000428571,0.000428571,0.328571429,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_7_8.tiff,B2_T8_C11R1_5-95_7_8,62,62,0
C11R1,7,9,5,95,Transitivity_B2,7,Competition exclusion,7,9,11.1.C.1,11.1.C.3,Enterobacteriaceae,Comamonadaceae,142,794,0.329,0.174142857,0.000714286,0.000428571,0.328285714,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_9_7.tiff,B2_T8_C11R1_5-95_9_7,93,93,0
C11R1,7,9,50,50,Transitivity_B2,7,Competition exclusion,7,9,11.1.C.1,11.1.C.3,Enterobacteriaceae,Comamonadaceae,142,794,0.329,0.174142857,0.000714286,0.000428571,0.328285714,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_50-50_7_9.tiff,B2_T8_C11R1_50-50_7_9,73,73,0
C11R1,7,9,95,5,Transitivity_B2,7,Competition exclusion,7,9,11.1.C.1,11.1.C.3,Enterobacteriaceae,Comamonadaceae,142,794,0.329,0.174142857,0.000714286,0.000428571,0.328285714,0.173714286,B2,T8,transtivity-B2/pairs/B2_T8_C11R1_5-95_7_9.tiff,B2_T8_C11R1_5-95_7_9,88,88,0
C11R2,1,3,50,50,Transitivity_C2,1,Competition exclusion,1,3,11.2.A.1,11.2.A.3,Aeromonadaceae,Enterobacteriaceae,47,658,0.369666667,0.192666667,0.301666667,0.149333333,0.068,0.043333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_1_3.tiff,C2_T8_C11R2_50-50_1_3,68,68,0
C11R2,1,3,95,5,Transitivity_C2,1,Competition exclusion,1,3,11.2.A.1,11.2.A.3,Aeromonadaceae,Enterobacteriaceae,47,658,0.369666667,0.192666667,0.301666667,0.149333333,0.068,0.043333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_1_3.tiff,C2_T8_C11R2_5-95_1_3,83,83,0
C11R2,1,4,5,95,Transitivity_C2,4,Competition exclusion,4,1,11.2.A.1,11.2.A.3.2,Aeromonadaceae,Enterobacteriaceae,45,651,0.369666667,0.192666667,0.396666667,0.212666667,0.027,0.02,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_4_1.tiff,C2_T8_C11R2_5-95_4_1,121,0,121
C11R2,1,4,50,50,Transitivity_C2,4,Competition exclusion,4,1,11.2.A.1,11.2.A.3.2,Aeromonadaceae,Enterobacteriaceae,45,651,0.369666667,0.192666667,0.396666667,0.212666667,0.027,0.02,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_1_4.tiff,C2_T8_C11R2_50-50_1_4,106,0,106
C11R2,1,4,95,5,Transitivity_C2,4,Competition exclusion,4,1,11.2.A.1,11.2.A.3.2,Aeromonadaceae,Enterobacteriaceae,45,651,0.369666667,0.192666667,0.396666667,0.212666667,0.027,0.02,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_1_4.tiff,C2_T8_C11R2_5-95_1_4,68,0,68
C11R2,1,5,50,50,Transitivity_C2,1,Competition exclusion,1,5,11.2.A.1,11.2.B.1,Aeromonadaceae,Enterobacteriaceae,49,653,0.369666667,0.192666667,0.309333333,0.154333333,0.060333333,0.038333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_1_5.tiff,C2_T8_C11R2_50-50_1_5,27,27,0
C11R2,1,5,95,5,Transitivity_C2,1,Competition exclusion,1,5,11.2.A.1,11.2.B.1,Aeromonadaceae,Enterobacteriaceae,49,653,0.369666667,0.192666667,0.309333333,0.154333333,0.060333333,0.038333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_1_5.tiff,C2_T8_C11R2_5-95_1_5,36,36,0
C11R2,1,7,50,50,Transitivity_C2,1,Competition exclusion,1,7,11.2.A.1,11.2.B.3,Aeromonadaceae,Enterobacteriaceae,48,704,0.369666667,0.192666667,0.273,0.134333333,0.096666667,0.058333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_1_7.tiff,C2_T8_C11R2_50-50_1_7,54,54,0
C11R2,1,9,5,95,Transitivity_C2,1,Competition exclusion,1,9,11.2.A.1,11.2.B.4.2,Aeromonadaceae,Xanthomonadaceae,123,858,0.369666667,0.192666667,0,-0.000333333,0.369666667,0.193,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_9_1.tiff,C2_T8_C11R2_5-95_9_1,49,49,0
C11R2,1,9,50,50,Transitivity_C2,1,Competition exclusion,1,9,11.2.A.1,11.2.B.4.2,Aeromonadaceae,Xanthomonadaceae,123,858,0.369666667,0.192666667,0,-0.000333333,0.369666667,0.193,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_1_9.tiff,C2_T8_C11R2_50-50_1_9,30,30,0
C11R2,1,9,95,5,Transitivity_C2,1,Competition exclusion,1,9,11.2.A.1,11.2.B.4.2,Aeromonadaceae,Xanthomonadaceae,123,858,0.369666667,0.192666667,0,-0.000333333,0.369666667,0.193,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_1_9.tiff,C2_T8_C11R2_5-95_1_9,110,110,0
C11R2,1,10,5,95,Transitivity_C2,1,Competition exclusion,1,10,11.2.A.1,11.2.B.6,Aeromonadaceae,Pseudomonadaceae,100,860,0.369666667,0.192666667,0.004,0.001333333,0.365666667,0.191333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_10_1.tiff,C2_T8_C11R2_5-95_10_1,36,36,0
C11R2,1,10,50,50,Transitivity_C2,1,Competition exclusion,1,10,11.2.A.1,11.2.B.6,Aeromonadaceae,Pseudomonadaceae,100,860,0.369666667,0.192666667,0.004,0.001333333,0.365666667,0.191333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_1_10.tiff,C2_T8_C11R2_50-50_1_10,41,41,0
C11R2,1,10,95,5,Transitivity_C2,1,Competition exclusion,1,10,11.2.A.1,11.2.B.6,Aeromonadaceae,Pseudomonadaceae,100,860,0.369666667,0.192666667,0.004,0.001333333,0.365666667,0.191333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_1_10.tiff,C2_T8_C11R2_5-95_1_10,26,26,0
C11R2,1,11,5,95,Transitivity_C2,11,Competition exclusion,11,1,11.2.A.1,11.2.B.7,Aeromonadaceae,Enterobacteriaceae,61,863,0.369666667,0.192666667,0.309333333,0.159,0.060333333,0.033666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_11_1.tiff,C2_T8_C11R2_5-95_11_1,46,0,46
C11R2,1,11,50,50,Transitivity_C2,11,Competition exclusion,11,1,11.2.A.1,11.2.B.7,Aeromonadaceae,Enterobacteriaceae,61,863,0.369666667,0.192666667,0.309333333,0.159,0.060333333,0.033666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_1_11.tiff,C2_T8_C11R2_50-50_1_11,81,0,81
C11R2,1,11,95,5,Transitivity_C2,11,Competition exclusion,11,1,11.2.A.1,11.2.B.7,Aeromonadaceae,Enterobacteriaceae,61,863,0.369666667,0.192666667,0.309333333,0.159,0.060333333,0.033666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_1_11.tiff,C2_T8_C11R2_5-95_1_11,90,0,90
C11R2,1,12,5,95,Transitivity_C2,1,Competition exclusion,1,12,11.2.A.1,11.2.B.8.2,Aeromonadaceae,Enterobacteriaceae,52,704,0.369666667,0.192666667,0.271333333,0.134666667,0.098333333,0.058,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_12_1.tiff,C2_T8_C11R2_5-95_12_1,38,38,0
C11R2,2,4,5,95,Transitivity_C2,4,Competition exclusion,4,2,11.2.A.2,11.2.A.3.2,Moraxellaceae,Enterobacteriaceae,78,642,NA,NA,0.396666667,0.212666667,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_4_2.tiff,C2_T8_C11R2_5-95_4_2,101,0,101
C11R2,2,4,50,50,Transitivity_C2,4,Competition exclusion,4,2,11.2.A.2,11.2.A.3.2,Moraxellaceae,Enterobacteriaceae,78,642,NA,NA,0.396666667,0.212666667,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_2_4.tiff,C2_T8_C11R2_50-50_2_4,134,0,134
C11R2,2,4,95,5,Transitivity_C2,4,Competition exclusion,4,2,11.2.A.2,11.2.A.3.2,Moraxellaceae,Enterobacteriaceae,78,642,NA,NA,0.396666667,0.212666667,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_2_4.tiff,C2_T8_C11R2_5-95_2_4,78,0,78
C11R2,2,6,5,95,Transitivity_C2,6,Competition exclusion,6,2,11.2.A.2,11.2.B.2,Moraxellaceae,Enterobacteriaceae,78,651,NA,NA,0.310666667,0.15,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_6_2.tiff,C2_T8_C11R2_5-95_6_2,101,0,101
C11R2,2,6,50,50,Transitivity_C2,6,Competition exclusion,6,2,11.2.A.2,11.2.B.2,Moraxellaceae,Enterobacteriaceae,78,651,NA,NA,0.310666667,0.15,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_2_6.tiff,C2_T8_C11R2_50-50_2_6,95,0,95
C11R2,2,6,95,5,Transitivity_C2,6,Competition exclusion,6,2,11.2.A.2,11.2.B.2,Moraxellaceae,Enterobacteriaceae,78,651,NA,NA,0.310666667,0.15,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_2_6.tiff,C2_T8_C11R2_5-95_2_6,88,0,88
C11R2,2,9,95,5,Transitivity_C2,2,Competition exclusion,2,9,11.2.A.2,11.2.B.4.2,Moraxellaceae,Xanthomonadaceae,123,827,NA,NA,0,-0.000333333,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_2_9.tiff,C2_T8_C11R2_5-95_2_9,2,2,0
C11R2,2,10,95,5,Transitivity_C2,10,Competition exclusion,10,2,11.2.A.2,11.2.B.6,Moraxellaceae,Pseudomonadaceae,112,871,NA,NA,0.004,0.001333333,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_2_10.tiff,C2_T8_C11R2_5-95_2_10,1,0,1
C11R2,2,11,5,95,Transitivity_C2,11,Competition exclusion,11,2,11.2.A.2,11.2.B.7,Moraxellaceae,Enterobacteriaceae,109,870,NA,NA,0.309333333,0.159,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_11_2.tiff,C2_T8_C11R2_5-95_11_2,63,0,63
C11R2,2,11,50,50,Transitivity_C2,11,Competition exclusion,11,2,11.2.A.2,11.2.B.7,Moraxellaceae,Enterobacteriaceae,109,870,NA,NA,0.309333333,0.159,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_2_11.tiff,C2_T8_C11R2_50-50_2_11,66,0,66
C11R2,2,11,95,5,Transitivity_C2,11,Competition exclusion,11,2,11.2.A.2,11.2.B.7,Moraxellaceae,Enterobacteriaceae,109,870,NA,NA,0.309333333,0.159,NA,NA,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_2_11.tiff,C2_T8_C11R2_5-95_2_11,79,0,79
C11R2,3,4,5,95,Transitivity_C2,4,Competition exclusion,4,3,11.2.A.3,11.2.A.3.2,Enterobacteriaceae,Enterobacteriaceae,5,523,0.301666667,0.149333333,0.396666667,0.212666667,0.095,0.063333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_4_3.tiff,C2_T8_C11R2_5-95_4_3,134,0,134
C11R2,3,4,50,50,Transitivity_C2,4,Competition exclusion,4,3,11.2.A.3,11.2.A.3.2,Enterobacteriaceae,Enterobacteriaceae,5,523,0.301666667,0.149333333,0.396666667,0.212666667,0.095,0.063333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_3_4.tiff,C2_T8_C11R2_50-50_3_4,96,0,96
C11R2,3,4,95,5,Transitivity_C2,4,Competition exclusion,4,3,11.2.A.3,11.2.A.3.2,Enterobacteriaceae,Enterobacteriaceae,5,523,0.301666667,0.149333333,0.396666667,0.212666667,0.095,0.063333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_3_4.tiff,C2_T8_C11R2_5-95_3_4,68,0,68
C11R2,3,6,50,50,Transitivity_C2,6,Competition exclusion,6,3,11.2.A.3,11.2.B.2,Enterobacteriaceae,Enterobacteriaceae,6,519,0.301666667,0.149333333,0.310666667,0.15,0.009,0.000666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_3_6.tiff,C2_T8_C11R2_50-50_3_6,88,0,88
C11R2,3,6,95,5,Transitivity_C2,6,Competition exclusion,6,3,11.2.A.3,11.2.B.2,Enterobacteriaceae,Enterobacteriaceae,6,519,0.301666667,0.149333333,0.310666667,0.15,0.009,0.000666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_3_6.tiff,C2_T8_C11R2_5-95_3_6,68,0,68
C11R2,3,8,50,50,Transitivity_C2,3,Competition exclusion,3,8,11.2.A.3,11.2.B.4.1,Enterobacteriaceae,Moraxellaceae,62,495,0.301666667,0.149333333,0.006666667,0.003,0.295,0.146333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_3_8.tiff,C2_T8_C11R2_50-50_3_8,33,33,0
C11R2,3,9,5,95,Transitivity_C2,3,Competition exclusion,3,9,11.2.A.3,11.2.B.4.2,Enterobacteriaceae,Xanthomonadaceae,110,658,0.301666667,0.149333333,0,-0.000333333,0.301666667,0.149666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_9_3.tiff,C2_T8_C11R2_5-95_9_3,43,43,0
C11R2,3,9,50,50,Transitivity_C2,3,Competition exclusion,3,9,11.2.A.3,11.2.B.4.2,Enterobacteriaceae,Xanthomonadaceae,110,658,0.301666667,0.149333333,0,-0.000333333,0.301666667,0.149666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_3_9.tiff,C2_T8_C11R2_50-50_3_9,33,33,0
C11R2,3,9,95,5,Transitivity_C2,3,Competition exclusion,3,9,11.2.A.3,11.2.B.4.2,Enterobacteriaceae,Xanthomonadaceae,110,658,0.301666667,0.149333333,0,-0.000333333,0.301666667,0.149666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_3_9.tiff,C2_T8_C11R2_5-95_3_9,39,39,0
C11R2,3,10,5,95,Transitivity_C2,3,Competition exclusion,3,10,11.2.A.3,11.2.B.6,Enterobacteriaceae,Pseudomonadaceae,87,656,0.301666667,0.149333333,0.004,0.001333333,0.297666667,0.148,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_10_3.tiff,C2_T8_C11R2_5-95_10_3,47,47,0
C11R2,3,10,50,50,Transitivity_C2,3,Competition exclusion,3,10,11.2.A.3,11.2.B.6,Enterobacteriaceae,Pseudomonadaceae,87,656,0.301666667,0.149333333,0.004,0.001333333,0.297666667,0.148,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_3_10.tiff,C2_T8_C11R2_50-50_3_10,19,19,0
C11R2,3,10,95,5,Transitivity_C2,3,Competition exclusion,3,10,11.2.A.3,11.2.B.6,Enterobacteriaceae,Pseudomonadaceae,87,656,0.301666667,0.149333333,0.004,0.001333333,0.297666667,0.148,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_3_10.tiff,C2_T8_C11R2_5-95_3_10,20,20,0
C11R2,3,11,5,95,Transitivity_C2,11,Competition exclusion,11,3,11.2.A.3,11.2.B.7,Enterobacteriaceae,Enterobacteriaceae,27,657,0.301666667,0.149333333,0.309333333,0.159,0.007666667,0.009666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_11_3.tiff,C2_T8_C11R2_5-95_11_3,41,0,41
C11R2,3,11,50,50,Transitivity_C2,11,Competition exclusion,11,3,11.2.A.3,11.2.B.7,Enterobacteriaceae,Enterobacteriaceae,27,657,0.301666667,0.149333333,0.309333333,0.159,0.007666667,0.009666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_50-50_3_11.tiff,C2_T8_C11R2_50-50_3_11,57,0,57
C11R2,3,11,95,5,Transitivity_C2,11,Competition exclusion,11,3,11.2.A.3,11.2.B.7,Enterobacteriaceae,Enterobacteriaceae,27,657,0.301666667,0.149333333,0.309333333,0.159,0.007666667,0.009666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_3_11.tiff,C2_T8_C11R2_5-95_3_11,51,0,51
C11R2,3,12,5,95,Transitivity_C2,3,Competition exclusion,3,12,11.2.A.3,11.2.B.8.2,Enterobacteriaceae,Enterobacteriaceae,6,656,0.301666667,0.149333333,0.271333333,0.134666667,0.030333333,0.014666667,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_12_3.tiff,C2_T8_C11R2_5-95_12_3,52,52,0
C11R2,4,5,5,95,Transitivity_C2,4,Competition exclusion,4,5,11.2.A.3.2,11.2.B.1,Enterobacteriaceae,Enterobacteriaceae,17,653,0.396666667,0.212666667,0.309333333,0.154333333,0.087333333,0.058333333,C2,T8,transtivity-C2/pairs/C2_T8_C11R2_5-95_5_4.tiff,C2_T8_C11R2_5-95_5_4,115,115,0
