Community,Randomization,Motif,CountMotif
C7R1,691,Motif2,2
C7R1,691,Motif3,1
C7R1,691,Motif4,0
C7R1,691,Motif5,1
C7R1,691,Motif6,0
C7R1,691,Motif7,0
C7R1,692,Motif1,0
C7R1,692,Motif2,2
C7R1,692,Motif3,0
C7R1,692,Motif4,1
C7R1,692,Motif5,1
C7R1,692,Motif6,0
C7R1,692,Motif7,0
C7R1,693,Motif1,0
C7R1,693,Motif2,2
C7R1,693,Motif3,0
C7R1,693,Motif4,1
C7R1,693,Motif5,1
C7R1,693,Motif6,0
C7R1,693,Motif7,0
C7R1,694,Motif1,2
C7R1,694,Motif2,0
C7R1,694,Motif3,1
C7R1,694,Motif4,0
C7R1,694,Motif5,1
C7R1,694,Motif6,0
C7R1,694,Motif7,0
C7R1,695,Motif1,0
C7R1,695,Motif2,2
C7R1,695,Motif3,0
C7R1,695,Motif4,1
C7R1,695,Motif5,1
C7R1,695,Motif6,0
C7R1,695,Motif7,0
C7R1,696,Motif1,1
C7R1,696,Motif2,1
C7R1,696,Motif3,0
C7R1,696,Motif4,1
C7R1,696,Motif5,1
C7R1,696,Motif6,0
C7R1,696,Motif7,0
C7R1,697,Motif1,0
C7R1,697,Motif2,2
C7R1,697,Motif3,0
C7R1,697,Motif4,0
C7R1,697,Motif5,2
C7R1,697,Motif6,0
C7R1,697,Motif7,0
C7R1,698,Motif1,1
C7R1,698,Motif2,1
C7R1,698,Motif3,0
C7R1,698,Motif4,2
C7R1,698,Motif5,0
C7R1,698,Motif6,0
C7R1,698,Motif7,0
C7R1,699,Motif1,0
C7R1,699,Motif2,2
C7R1,699,Motif3,1
C7R1,699,Motif4,1
C7R1,699,Motif5,0
C7R1,699,Motif6,0
C7R1,699,Motif7,0
C7R1,700,Motif1,0
C7R1,700,Motif2,2
C7R1,700,Motif3,1
C7R1,700,Motif4,1
C7R1,700,Motif5,0
C7R1,700,Motif6,0
C7R1,700,Motif7,0
C7R1,701,Motif1,1
C7R1,701,Motif2,1
C7R1,701,Motif3,1
C7R1,701,Motif4,1
C7R1,701,Motif5,0
C7R1,701,Motif6,0
C7R1,701,Motif7,0
C7R1,702,Motif1,1
C7R1,702,Motif2,1
C7R1,702,Motif3,1
C7R1,702,Motif4,1
C7R1,702,Motif5,0
C7R1,702,Motif6,0
C7R1,702,Motif7,0
C7R1,703,Motif1,0
C7R1,703,Motif2,2
C7R1,703,Motif3,0
C7R1,703,Motif4,0
C7R1,703,Motif5,2
C7R1,703,Motif6,0
C7R1,703,Motif7,0
C7R1,704,Motif1,0
C7R1,704,Motif2,2
C7R1,704,Motif3,0
C7R1,704,Motif4,2
C7R1,704,Motif5,0
C7R1,704,Motif6,0
C7R1,704,Motif7,0
C7R1,705,Motif1,0
C7R1,705,Motif2,2
C7R1,705,Motif3,0
C7R1,705,Motif4,0
C7R1,705,Motif5,2
C7R1,705,Motif6,0
C7R1,705,Motif7,0
C7R1,706,Motif1,1
C7R1,706,Motif2,1
C7R1,706,Motif3,0
C7R1,706,Motif4,2
C7R1,706,Motif5,0
C7R1,706,Motif6,0
C7R1,706,Motif7,0
C7R1,707,Motif1,1
C7R1,707,Motif2,1
C7R1,707,Motif3,1
C7R1,707,Motif4,1
C7R1,707,Motif5,0
C7R1,707,Motif6,0
C7R1,707,Motif7,0
C7R1,708,Motif1,1
C7R1,708,Motif2,1
C7R1,708,Motif3,1
C7R1,708,Motif4,1
C7R1,708,Motif5,0
C7R1,708,Motif6,0
C7R1,708,Motif7,0
C7R1,709,Motif1,1
C7R1,709,Motif2,1
C7R1,709,Motif3,1
C7R1,709,Motif4,1
C7R1,709,Motif5,0
C7R1,709,Motif6,0
C7R1,709,Motif7,0
C7R1,710,Motif1,0
C7R1,710,Motif2,2
C7R1,710,Motif3,1
C7R1,710,Motif4,1
C7R1,710,Motif5,0
C7R1,710,Motif6,0
C7R1,710,Motif7,0
C7R1,711,Motif1,0
C7R1,711,Motif2,2
C7R1,711,Motif3,0
C7R1,711,Motif4,2
C7R1,711,Motif5,0
C7R1,711,Motif6,0
C7R1,711,Motif7,0
C7R1,712,Motif1,1
C7R1,712,Motif2,1
C7R1,712,Motif3,0
C7R1,712,Motif4,1
C7R1,712,Motif5,1
C7R1,712,Motif6,0
C7R1,712,Motif7,0
C7R1,713,Motif1,1
C7R1,713,Motif2,1
C7R1,713,Motif3,0
C7R1,713,Motif4,1
C7R1,713,Motif5,1
C7R1,713,Motif6,0
C7R1,713,Motif7,0
C7R1,714,Motif1,1
C7R1,714,Motif2,1
C7R1,714,Motif3,0
C7R1,714,Motif4,2
C7R1,714,Motif5,0
C7R1,714,Motif6,0
C7R1,714,Motif7,0
C7R1,715,Motif1,0
C7R1,715,Motif2,2
C7R1,715,Motif3,0
C7R1,715,Motif4,2
C7R1,715,Motif5,0
C7R1,715,Motif6,0
C7R1,715,Motif7,0
C7R1,716,Motif1,0
C7R1,716,Motif2,2
C7R1,716,Motif3,0
C7R1,716,Motif4,2
C7R1,716,Motif5,0
C7R1,716,Motif6,0
C7R1,716,Motif7,0
C7R1,717,Motif1,1
C7R1,717,Motif2,1
C7R1,717,Motif3,0
C7R1,717,Motif4,2
C7R1,717,Motif5,0
C7R1,717,Motif6,0
C7R1,717,Motif7,0
C7R1,718,Motif1,0
C7R1,718,Motif2,2
C7R1,718,Motif3,1
C7R1,718,Motif4,1
C7R1,718,Motif5,0
C7R1,718,Motif6,0
C7R1,718,Motif7,0
C7R1,719,Motif1,1
C7R1,719,Motif2,1
C7R1,719,Motif3,0
C7R1,719,Motif4,1
C7R1,719,Motif5,1
C7R1,719,Motif6,0
C7R1,719,Motif7,0
C7R1,720,Motif1,0
C7R1,720,Motif2,2
C7R1,720,Motif3,2
C7R1,720,Motif4,0
C7R1,720,Motif5,0
C7R1,720,Motif6,0
C7R1,720,Motif7,0
C7R1,721,Motif1,1
C7R1,721,Motif2,1
C7R1,721,Motif3,0
C7R1,721,Motif4,2
C7R1,721,Motif5,0
C7R1,721,Motif6,0
C7R1,721,Motif7,0
C7R1,722,Motif1,1
C7R1,722,Motif2,1
C7R1,722,Motif3,0
C7R1,722,Motif4,1
C7R1,722,Motif5,1
C7R1,722,Motif6,0
C7R1,722,Motif7,0
C7R1,723,Motif1,1
C7R1,723,Motif2,1
C7R1,723,Motif3,0
C7R1,723,Motif4,2
C7R1,723,Motif5,0
C7R1,723,Motif6,0
C7R1,723,Motif7,0
C7R1,724,Motif1,1
C7R1,724,Motif2,1
C7R1,724,Motif3,0
C7R1,724,Motif4,1
C7R1,724,Motif5,1
C7R1,724,Motif6,0
C7R1,724,Motif7,0
C7R1,725,Motif1,0
C7R1,725,Motif2,2
C7R1,725,Motif3,0
C7R1,725,Motif4,0
C7R1,725,Motif5,2
C7R1,725,Motif6,0
C7R1,725,Motif7,0
C7R1,726,Motif1,1
C7R1,726,Motif2,1
C7R1,726,Motif3,0
C7R1,726,Motif4,2
C7R1,726,Motif5,0
C7R1,726,Motif6,0
C7R1,726,Motif7,0
C7R1,727,Motif1,1
C7R1,727,Motif2,1
C7R1,727,Motif3,0
C7R1,727,Motif4,1
C7R1,727,Motif5,1
C7R1,727,Motif6,0
C7R1,727,Motif7,0
C7R1,728,Motif1,0
C7R1,728,Motif2,2
C7R1,728,Motif3,1
C7R1,728,Motif4,1
C7R1,728,Motif5,0
C7R1,728,Motif6,0
C7R1,728,Motif7,0
C7R1,729,Motif1,0
C7R1,729,Motif2,2
C7R1,729,Motif3,0
C7R1,729,Motif4,2
C7R1,729,Motif5,0
C7R1,729,Motif6,0
C7R1,729,Motif7,0
C7R1,730,Motif1,1
C7R1,730,Motif2,1
C7R1,730,Motif3,0
C7R1,730,Motif4,2
C7R1,730,Motif5,0
C7R1,730,Motif6,0
C7R1,730,Motif7,0
C7R1,731,Motif1,0
C7R1,731,Motif2,2
C7R1,731,Motif3,0
C7R1,731,Motif4,1
C7R1,731,Motif5,1
C7R1,731,Motif6,0
C7R1,731,Motif7,0
C7R1,732,Motif1,0
C7R1,732,Motif2,2
C7R1,732,Motif3,1
C7R1,732,Motif4,0
C7R1,732,Motif5,1
C7R1,732,Motif6,0
C7R1,732,Motif7,0
C7R1,733,Motif1,1
C7R1,733,Motif2,1
C7R1,733,Motif3,0
C7R1,733,Motif4,2
C7R1,733,Motif5,0
C7R1,733,Motif6,0
C7R1,733,Motif7,0
C7R1,734,Motif1,0
C7R1,734,Motif2,2
C7R1,734,Motif3,0
C7R1,734,Motif4,1
C7R1,734,Motif5,1
C7R1,734,Motif6,0
C7R1,734,Motif7,0
C7R1,735,Motif1,0
C7R1,735,Motif2,2
C7R1,735,Motif3,0
C7R1,735,Motif4,1
C7R1,735,Motif5,1
C7R1,735,Motif6,0
C7R1,735,Motif7,0
C7R1,736,Motif1,0
C7R1,736,Motif2,2
C7R1,736,Motif3,0
C7R1,736,Motif4,2
C7R1,736,Motif5,0
C7R1,736,Motif6,0
C7R1,736,Motif7,0
C7R1,737,Motif1,0
C7R1,737,Motif2,2
C7R1,737,Motif3,1
C7R1,737,Motif4,1
C7R1,737,Motif5,0
C7R1,737,Motif6,0
C7R1,737,Motif7,0
C7R1,738,Motif1,1
C7R1,738,Motif2,1
C7R1,738,Motif3,0
C7R1,738,Motif4,1
C7R1,738,Motif5,1
C7R1,738,Motif6,0
C7R1,738,Motif7,0
C7R1,739,Motif1,1
C7R1,739,Motif2,1
C7R1,739,Motif3,0
C7R1,739,Motif4,1
C7R1,739,Motif5,1
C7R1,739,Motif6,0
C7R1,739,Motif7,0
C7R1,740,Motif1,0
C7R1,740,Motif2,2
C7R1,740,Motif3,0
C7R1,740,Motif4,0
C7R1,740,Motif5,2
C7R1,740,Motif6,0
C7R1,740,Motif7,0
C7R1,741,Motif1,0
C7R1,741,Motif2,2
C7R1,741,Motif3,0
C7R1,741,Motif4,1
C7R1,741,Motif5,1
C7R1,741,Motif6,0
C7R1,741,Motif7,0
C7R1,742,Motif1,0
C7R1,742,Motif2,2
C7R1,742,Motif3,0
C7R1,742,Motif4,0
C7R1,742,Motif5,2
C7R1,742,Motif6,0
C7R1,742,Motif7,0
C7R1,743,Motif1,0
C7R1,743,Motif2,2
C7R1,743,Motif3,0
C7R1,743,Motif4,2
C7R1,743,Motif5,0
C7R1,743,Motif6,0
C7R1,743,Motif7,0
C7R1,744,Motif1,0
C7R1,744,Motif2,2
C7R1,744,Motif3,1
C7R1,744,Motif4,1
C7R1,744,Motif5,0
C7R1,744,Motif6,0
C7R1,744,Motif7,0
C7R1,745,Motif1,1
C7R1,745,Motif2,1
C7R1,745,Motif3,0
C7R1,745,Motif4,2
C7R1,745,Motif5,0
C7R1,745,Motif6,0
C7R1,745,Motif7,0
C7R1,746,Motif1,1
C7R1,746,Motif2,1
C7R1,746,Motif3,1
C7R1,746,Motif4,1
C7R1,746,Motif5,0
C7R1,746,Motif6,0
C7R1,746,Motif7,0
C7R1,747,Motif1,0
C7R1,747,Motif2,2
C7R1,747,Motif3,0
C7R1,747,Motif4,1
C7R1,747,Motif5,1
C7R1,747,Motif6,0
C7R1,747,Motif7,0
C7R1,748,Motif1,0
C7R1,748,Motif2,2
C7R1,748,Motif3,1
C7R1,748,Motif4,1
C7R1,748,Motif5,0
C7R1,748,Motif6,0
C7R1,748,Motif7,0
C7R1,749,Motif1,0
C7R1,749,Motif2,2
C7R1,749,Motif3,0
C7R1,749,Motif4,0
C7R1,749,Motif5,2
C7R1,749,Motif6,0
C7R1,749,Motif7,0
C7R1,750,Motif1,0
C7R1,750,Motif2,2
C7R1,750,Motif3,1
C7R1,750,Motif4,1
C7R1,750,Motif5,0
C7R1,750,Motif6,0
C7R1,750,Motif7,0
C7R1,751,Motif1,1
C7R1,751,Motif2,1
C7R1,751,Motif3,1
C7R1,751,Motif4,1
C7R1,751,Motif5,0
C7R1,751,Motif6,0
C7R1,751,Motif7,0
C7R1,752,Motif1,0
C7R1,752,Motif2,2
C7R1,752,Motif3,0
C7R1,752,Motif4,2
C7R1,752,Motif5,0
C7R1,752,Motif6,0
C7R1,752,Motif7,0
C7R1,753,Motif1,0
C7R1,753,Motif2,2
C7R1,753,Motif3,0
C7R1,753,Motif4,1
C7R1,753,Motif5,1
C7R1,753,Motif6,0
C7R1,753,Motif7,0
C7R1,754,Motif1,0
C7R1,754,Motif2,2
C7R1,754,Motif3,0
C7R1,754,Motif4,1
C7R1,754,Motif5,1
C7R1,754,Motif6,0
C7R1,754,Motif7,0
C7R1,755,Motif1,2
C7R1,755,Motif2,0
C7R1,755,Motif3,1
C7R1,755,Motif4,0
C7R1,755,Motif5,1
C7R1,755,Motif6,0
C7R1,755,Motif7,0
C7R1,756,Motif1,1
C7R1,756,Motif2,1
C7R1,756,Motif3,0
C7R1,756,Motif4,1
C7R1,756,Motif5,1
C7R1,756,Motif6,0
C7R1,756,Motif7,0
C7R1,757,Motif1,2
C7R1,757,Motif2,0
C7R1,757,Motif3,1
C7R1,757,Motif4,0
C7R1,757,Motif5,1
C7R1,757,Motif6,0
C7R1,757,Motif7,0
C7R1,758,Motif1,0
C7R1,758,Motif2,2
C7R1,758,Motif3,0
C7R1,758,Motif4,2
C7R1,758,Motif5,0
C7R1,758,Motif6,0
C7R1,758,Motif7,0
C7R1,759,Motif1,0
C7R1,759,Motif2,2
C7R1,759,Motif3,0
C7R1,759,Motif4,1
C7R1,759,Motif5,1
C7R1,759,Motif6,0
C7R1,759,Motif7,0
C7R1,760,Motif1,1
C7R1,760,Motif2,1
C7R1,760,Motif3,0
C7R1,760,Motif4,2
C7R1,760,Motif5,0
C7R1,760,Motif6,0
C7R1,760,Motif7,0
C7R1,761,Motif1,0
C7R1,761,Motif2,2
C7R1,761,Motif3,1
C7R1,761,Motif4,1
C7R1,761,Motif5,0
C7R1,761,Motif6,0
C7R1,761,Motif7,0
C7R1,762,Motif1,1
C7R1,762,Motif2,1
C7R1,762,Motif3,0
C7R1,762,Motif4,1
C7R1,762,Motif5,1
C7R1,762,Motif6,0
C7R1,762,Motif7,0
C7R1,763,Motif1,0
C7R1,763,Motif2,2
C7R1,763,Motif3,2
C7R1,763,Motif4,0
C7R1,763,Motif5,0
C7R1,763,Motif6,0
C7R1,763,Motif7,0
C7R1,764,Motif1,1
C7R1,764,Motif2,1
C7R1,764,Motif3,0
C7R1,764,Motif4,2
C7R1,764,Motif5,0
C7R1,764,Motif6,0
C7R1,764,Motif7,0
C7R1,765,Motif1,0
C7R1,765,Motif2,2
C7R1,765,Motif3,0
C7R1,765,Motif4,1
C7R1,765,Motif5,1
C7R1,765,Motif6,0
C7R1,765,Motif7,0
C7R1,766,Motif1,1
C7R1,766,Motif2,1
C7R1,766,Motif3,0
C7R1,766,Motif4,1
C7R1,766,Motif5,1
C7R1,766,Motif6,0
C7R1,766,Motif7,0
C7R1,767,Motif1,0
C7R1,767,Motif2,2
C7R1,767,Motif3,0
C7R1,767,Motif4,2
C7R1,767,Motif5,0
C7R1,767,Motif6,0
C7R1,767,Motif7,0
C7R1,768,Motif1,0
C7R1,768,Motif2,2
C7R1,768,Motif3,1
C7R1,768,Motif4,1
C7R1,768,Motif5,0
C7R1,768,Motif6,0
C7R1,768,Motif7,0
C7R1,769,Motif1,2
C7R1,769,Motif2,0
C7R1,769,Motif3,1
C7R1,769,Motif4,0
C7R1,769,Motif5,1
C7R1,769,Motif6,0
C7R1,769,Motif7,0
C7R1,770,Motif1,0
C7R1,770,Motif2,2
C7R1,770,Motif3,1
C7R1,770,Motif4,1
C7R1,770,Motif5,0
C7R1,770,Motif6,0
C7R1,770,Motif7,0
C7R1,771,Motif1,1
C7R1,771,Motif2,1
C7R1,771,Motif3,0
C7R1,771,Motif4,1
C7R1,771,Motif5,1
C7R1,771,Motif6,0
C7R1,771,Motif7,0
C7R1,772,Motif1,1
C7R1,772,Motif2,1
C7R1,772,Motif3,0
C7R1,772,Motif4,2
C7R1,772,Motif5,0
C7R1,772,Motif6,0
C7R1,772,Motif7,0
C7R1,773,Motif1,0
C7R1,773,Motif2,2
C7R1,773,Motif3,1
C7R1,773,Motif4,1
C7R1,773,Motif5,0
C7R1,773,Motif6,0
C7R1,773,Motif7,0
C7R1,774,Motif1,0
C7R1,774,Motif2,2
C7R1,774,Motif3,0
C7R1,774,Motif4,2
C7R1,774,Motif5,0
C7R1,774,Motif6,0
C7R1,774,Motif7,0
C7R1,775,Motif1,0
C7R1,775,Motif2,2
C7R1,775,Motif3,0
C7R1,775,Motif4,1
C7R1,775,Motif5,1
C7R1,775,Motif6,0
C7R1,775,Motif7,0
C7R1,776,Motif1,0
C7R1,776,Motif2,2
C7R1,776,Motif3,1
C7R1,776,Motif4,0
C7R1,776,Motif5,1
C7R1,776,Motif6,0
C7R1,776,Motif7,0
C7R1,777,Motif1,1
C7R1,777,Motif2,1
C7R1,777,Motif3,0
C7R1,777,Motif4,1
C7R1,777,Motif5,1
C7R1,777,Motif6,0
C7R1,777,Motif7,0
C7R1,778,Motif1,0
C7R1,778,Motif2,2
C7R1,778,Motif3,1
C7R1,778,Motif4,1
C7R1,778,Motif5,0
C7R1,778,Motif6,0
C7R1,778,Motif7,0
C7R1,779,Motif1,0
C7R1,779,Motif2,2
C7R1,779,Motif3,0
C7R1,779,Motif4,1
C7R1,779,Motif5,1
C7R1,779,Motif6,0
C7R1,779,Motif7,0
C7R1,780,Motif1,1
C7R1,780,Motif2,1
C7R1,780,Motif3,0
C7R1,780,Motif4,1
C7R1,780,Motif5,1
C7R1,780,Motif6,0
C7R1,780,Motif7,0
C7R1,781,Motif1,0
C7R1,781,Motif2,2
C7R1,781,Motif3,1
C7R1,781,Motif4,1
C7R1,781,Motif5,0
C7R1,781,Motif6,0
C7R1,781,Motif7,0
C7R1,782,Motif1,1
C7R1,782,Motif2,1
C7R1,782,Motif3,0
C7R1,782,Motif4,1
C7R1,782,Motif5,1
C7R1,782,Motif6,0
C7R1,782,Motif7,0
C7R1,783,Motif1,0
C7R1,783,Motif2,2
C7R1,783,Motif3,0
C7R1,783,Motif4,2
C7R1,783,Motif5,0
C7R1,783,Motif6,0
C7R1,783,Motif7,0
C7R1,784,Motif1,0
C7R1,784,Motif2,2
C7R1,784,Motif3,0
C7R1,784,Motif4,2
C7R1,784,Motif5,0
C7R1,784,Motif6,0
C7R1,784,Motif7,0
C7R1,785,Motif1,1
C7R1,785,Motif2,1
C7R1,785,Motif3,1
C7R1,785,Motif4,1
C7R1,785,Motif5,0
C7R1,785,Motif6,0
C7R1,785,Motif7,0
C7R1,786,Motif1,1
C7R1,786,Motif2,1
C7R1,786,Motif3,1
C7R1,786,Motif4,1
C7R1,786,Motif5,0
C7R1,786,Motif6,0
C7R1,786,Motif7,0
C7R1,787,Motif1,1
C7R1,787,Motif2,1
C7R1,787,Motif3,0
C7R1,787,Motif4,2
C7R1,787,Motif5,0
C7R1,787,Motif6,0
C7R1,787,Motif7,0
C7R1,788,Motif1,0
C7R1,788,Motif2,2
C7R1,788,Motif3,1
C7R1,788,Motif4,0
C7R1,788,Motif5,1
C7R1,788,Motif6,0
C7R1,788,Motif7,0
C7R1,789,Motif1,0
C7R1,789,Motif2,2
C7R1,789,Motif3,1
C7R1,789,Motif4,0
C7R1,789,Motif5,1
C7R1,789,Motif6,0
C7R1,789,Motif7,0
C7R1,790,Motif1,0
C7R1,790,Motif2,2
C7R1,790,Motif3,0
C7R1,790,Motif4,1
C7R1,790,Motif5,1
C7R1,790,Motif6,0
C7R1,790,Motif7,0
C7R1,791,Motif1,1
C7R1,791,Motif2,1
C7R1,791,Motif3,0
C7R1,791,Motif4,2
C7R1,791,Motif5,0
C7R1,791,Motif6,0
C7R1,791,Motif7,0
C7R1,792,Motif1,2
C7R1,792,Motif2,0
C7R1,792,Motif3,1
C7R1,792,Motif4,0
C7R1,792,Motif5,1
C7R1,792,Motif6,0
C7R1,792,Motif7,0
C7R1,793,Motif1,0
C7R1,793,Motif2,2
C7R1,793,Motif3,0
C7R1,793,Motif4,1
C7R1,793,Motif5,1
C7R1,793,Motif6,0
C7R1,793,Motif7,0
C7R1,794,Motif1,1
C7R1,794,Motif2,1
C7R1,794,Motif3,0
C7R1,794,Motif4,2
C7R1,794,Motif5,0
C7R1,794,Motif6,0
C7R1,794,Motif7,0
C7R1,795,Motif1,1
C7R1,795,Motif2,1
C7R1,795,Motif3,0
C7R1,795,Motif4,1
C7R1,795,Motif5,1
C7R1,795,Motif6,0
C7R1,795,Motif7,0
C7R1,796,Motif1,0
C7R1,796,Motif2,2
C7R1,796,Motif3,2
C7R1,796,Motif4,0
C7R1,796,Motif5,0
C7R1,796,Motif6,0
C7R1,796,Motif7,0
C7R1,797,Motif1,0
C7R1,797,Motif2,2
C7R1,797,Motif3,0
C7R1,797,Motif4,1
C7R1,797,Motif5,1
C7R1,797,Motif6,0
C7R1,797,Motif7,0
C7R1,798,Motif1,0
C7R1,798,Motif2,2
C7R1,798,Motif3,1
C7R1,798,Motif4,0
C7R1,798,Motif5,1
C7R1,798,Motif6,0
C7R1,798,Motif7,0
C7R1,799,Motif1,0
C7R1,799,Motif2,2
C7R1,799,Motif3,2
C7R1,799,Motif4,0
C7R1,799,Motif5,0
C7R1,799,Motif6,0
C7R1,799,Motif7,0
C7R1,800,Motif1,0
C7R1,800,Motif2,2
C7R1,800,Motif3,0
C7R1,800,Motif4,0
C7R1,800,Motif5,2
C7R1,800,Motif6,0
C7R1,800,Motif7,0
C7R1,801,Motif1,0
C7R1,801,Motif2,2
C7R1,801,Motif3,0
C7R1,801,Motif4,2
C7R1,801,Motif5,0
C7R1,801,Motif6,0
C7R1,801,Motif7,0
C7R1,802,Motif1,1
C7R1,802,Motif2,1
C7R1,802,Motif3,1
C7R1,802,Motif4,1
C7R1,802,Motif5,0
C7R1,802,Motif6,0
C7R1,802,Motif7,0
C7R1,803,Motif1,0
C7R1,803,Motif2,2
C7R1,803,Motif3,0
C7R1,803,Motif4,2
C7R1,803,Motif5,0
C7R1,803,Motif6,0
C7R1,803,Motif7,0
C7R1,804,Motif1,0
C7R1,804,Motif2,2
C7R1,804,Motif3,1
C7R1,804,Motif4,1
C7R1,804,Motif5,0
C7R1,804,Motif6,0
C7R1,804,Motif7,0
C7R1,805,Motif1,1
C7R1,805,Motif2,1
C7R1,805,Motif3,0
C7R1,805,Motif4,1
C7R1,805,Motif5,1
C7R1,805,Motif6,0
C7R1,805,Motif7,0
C7R1,806,Motif1,0
C7R1,806,Motif2,2
C7R1,806,Motif3,0
C7R1,806,Motif4,2
C7R1,806,Motif5,0
C7R1,806,Motif6,0
C7R1,806,Motif7,0
C7R1,807,Motif1,1
C7R1,807,Motif2,1
C7R1,807,Motif3,0
C7R1,807,Motif4,1
C7R1,807,Motif5,1
C7R1,807,Motif6,0
C7R1,807,Motif7,0
C7R1,808,Motif1,1
C7R1,808,Motif2,1
C7R1,808,Motif3,0
C7R1,808,Motif4,2
C7R1,808,Motif5,0
C7R1,808,Motif6,0
C7R1,808,Motif7,0
C7R1,809,Motif1,1
C7R1,809,Motif2,1
C7R1,809,Motif3,0
C7R1,809,Motif4,1
C7R1,809,Motif5,1
C7R1,809,Motif6,0
C7R1,809,Motif7,0
C7R1,810,Motif1,0
C7R1,810,Motif2,2
C7R1,810,Motif3,0
C7R1,810,Motif4,0
C7R1,810,Motif5,2
C7R1,810,Motif6,0
C7R1,810,Motif7,0
C7R1,811,Motif1,1
C7R1,811,Motif2,1
C7R1,811,Motif3,0
C7R1,811,Motif4,2
C7R1,811,Motif5,0
C7R1,811,Motif6,0
C7R1,811,Motif7,0
C7R1,812,Motif1,1
C7R1,812,Motif2,1
C7R1,812,Motif3,0
C7R1,812,Motif4,1
C7R1,812,Motif5,1
C7R1,812,Motif6,0
C7R1,812,Motif7,0
C7R1,813,Motif1,0
C7R1,813,Motif2,2
C7R1,813,Motif3,0
C7R1,813,Motif4,1
C7R1,813,Motif5,1
C7R1,813,Motif6,0
C7R1,813,Motif7,0
C7R1,814,Motif1,1
C7R1,814,Motif2,1
C7R1,814,Motif3,0
C7R1,814,Motif4,1
C7R1,814,Motif5,1
C7R1,814,Motif6,0
C7R1,814,Motif7,0
C7R1,815,Motif1,0
C7R1,815,Motif2,2
C7R1,815,Motif3,0
C7R1,815,Motif4,2
C7R1,815,Motif5,0
C7R1,815,Motif6,0
C7R1,815,Motif7,0
C7R1,816,Motif1,0
C7R1,816,Motif2,2
C7R1,816,Motif3,0
C7R1,816,Motif4,0
C7R1,816,Motif5,2
C7R1,816,Motif6,0
C7R1,816,Motif7,0
C7R1,817,Motif1,0
C7R1,817,Motif2,2
C7R1,817,Motif3,0
C7R1,817,Motif4,1
C7R1,817,Motif5,1
C7R1,817,Motif6,0
C7R1,817,Motif7,0
C7R1,818,Motif1,1
C7R1,818,Motif2,1
C7R1,818,Motif3,1
C7R1,818,Motif4,1
C7R1,818,Motif5,0
C7R1,818,Motif6,0
C7R1,818,Motif7,0
C7R1,819,Motif1,0
C7R1,819,Motif2,2
C7R1,819,Motif3,1
C7R1,819,Motif4,0
C7R1,819,Motif5,1
C7R1,819,Motif6,0
C7R1,819,Motif7,0
C7R1,820,Motif1,1
C7R1,820,Motif2,1
C7R1,820,Motif3,1
C7R1,820,Motif4,1
C7R1,820,Motif5,0
C7R1,820,Motif6,0
C7R1,820,Motif7,0
C7R1,821,Motif1,0
C7R1,821,Motif2,2
C7R1,821,Motif3,1
C7R1,821,Motif4,0
C7R1,821,Motif5,1
C7R1,821,Motif6,0
C7R1,821,Motif7,0
C7R1,822,Motif1,0
C7R1,822,Motif2,2
C7R1,822,Motif3,0
C7R1,822,Motif4,2
C7R1,822,Motif5,0
C7R1,822,Motif6,0
C7R1,822,Motif7,0
C7R1,823,Motif1,1
C7R1,823,Motif2,1
C7R1,823,Motif3,0
C7R1,823,Motif4,2
C7R1,823,Motif5,0
C7R1,823,Motif6,0
C7R1,823,Motif7,0
C7R1,824,Motif1,1
C7R1,824,Motif2,1
C7R1,824,Motif3,0
C7R1,824,Motif4,1
C7R1,824,Motif5,1
C7R1,824,Motif6,0
C7R1,824,Motif7,0
C7R1,825,Motif1,0
C7R1,825,Motif2,2
C7R1,825,Motif3,1
C7R1,825,Motif4,1
C7R1,825,Motif5,0
C7R1,825,Motif6,0
C7R1,825,Motif7,0
C7R1,826,Motif1,1
C7R1,826,Motif2,1
C7R1,826,Motif3,1
C7R1,826,Motif4,1
C7R1,826,Motif5,0
C7R1,826,Motif6,0
C7R1,826,Motif7,0
C7R1,827,Motif1,2
C7R1,827,Motif2,0
C7R1,827,Motif3,1
C7R1,827,Motif4,0
C7R1,827,Motif5,1
C7R1,827,Motif6,0
C7R1,827,Motif7,0
C7R1,828,Motif1,0
C7R1,828,Motif2,2
C7R1,828,Motif3,0
C7R1,828,Motif4,2
C7R1,828,Motif5,0
C7R1,828,Motif6,0
C7R1,828,Motif7,0
C7R1,829,Motif1,1
C7R1,829,Motif2,1
C7R1,829,Motif3,0
C7R1,829,Motif4,1
C7R1,829,Motif5,1
C7R1,829,Motif6,0
C7R1,829,Motif7,0
C7R1,830,Motif1,0
C7R1,830,Motif2,2
C7R1,830,Motif3,0
C7R1,830,Motif4,2
C7R1,830,Motif5,0
C7R1,830,Motif6,0
C7R1,830,Motif7,0
C7R1,831,Motif1,0
C7R1,831,Motif2,2
C7R1,831,Motif3,0
C7R1,831,Motif4,2
C7R1,831,Motif5,0
C7R1,831,Motif6,0
C7R1,831,Motif7,0
C7R1,832,Motif1,0
C7R1,832,Motif2,2
C7R1,832,Motif3,0
C7R1,832,Motif4,2
C7R1,832,Motif5,0
C7R1,832,Motif6,0
C7R1,832,Motif7,0
C7R1,833,Motif1,0
C7R1,833,Motif2,2
C7R1,833,Motif3,0
C7R1,833,Motif4,0
C7R1,833,Motif5,2
