Community,Richness,Replicate,Motif,Count,Fraction
W11,7,719,5,0,0
W11,7,719,6,9,0.9
W11,7,719,7,0,0
W11,7,720,1,0,0
W11,7,720,2,0,0
W11,7,720,3,1,0.1
W11,7,720,4,0,0
W11,7,720,5,2,0.2
W11,7,720,6,6,0.6
W11,7,720,7,1,0.1
W11,7,721,1,0,0
W11,7,721,2,0,0
W11,7,721,3,1,0.1
W11,7,721,4,3,0.3
W11,7,721,5,0,0
W11,7,721,6,4,0.4
W11,7,721,7,2,0.2
W11,7,722,1,1,0.1
W11,7,722,2,0,0
W11,7,722,3,1,0.1
W11,7,722,4,1,0.1
W11,7,722,5,0,0
W11,7,722,6,5,0.5
W11,7,722,7,2,0.2
W11,7,723,1,0,0
W11,7,723,2,0,0
W11,7,723,3,0,0
W11,7,723,4,3,0.3
W11,7,723,5,0,0
W11,7,723,6,6,0.6
W11,7,723,7,1,0.1
W11,7,724,1,0,0
W11,7,724,2,0,0
W11,7,724,3,1,0.1
W11,7,724,4,1,0.1
W11,7,724,5,1,0.1
W11,7,724,6,6,0.6
W11,7,724,7,1,0.1
W11,7,725,1,0,0
W11,7,725,2,0,0
W11,7,725,3,0,0
W11,7,725,4,3,0.3
W11,7,725,5,0,0
W11,7,725,6,6,0.6
W11,7,725,7,1,0.1
W11,7,726,1,0,0
W11,7,726,2,1,0.1
W11,7,726,3,0,0
W11,7,726,4,2,0.2
W11,7,726,5,0,0
W11,7,726,6,5,0.5
W11,7,726,7,2,0.2
W11,7,727,1,0,0
W11,7,727,2,0,0
W11,7,727,3,2,0.2
W11,7,727,4,0,0
W11,7,727,5,1,0.1
W11,7,727,6,6,0.6
W11,7,727,7,1,0.1
W11,7,728,1,0,0
W11,7,728,2,1,0.1
W11,7,728,3,0,0
W11,7,728,4,2,0.2
W11,7,728,5,0,0
W11,7,728,6,5,0.5
W11,7,728,7,2,0.2
W11,7,729,1,0,0
W11,7,729,2,0,0
W11,7,729,3,2,0.2
W11,7,729,4,2,0.2
W11,7,729,5,0,0
W11,7,729,6,4,0.4
W11,7,729,7,2,0.2
W11,7,730,1,0,0
W11,7,730,2,0,0
W11,7,730,3,1,0.1
W11,7,730,4,2,0.2
W11,7,730,5,1,0.1
W11,7,730,6,4,0.4
W11,7,730,7,2,0.2
W11,7,731,1,0,0
W11,7,731,2,0,0
W11,7,731,3,0,0
W11,7,731,4,1,0.1
W11,7,731,5,3,0.3
W11,7,731,6,4,0.4
W11,7,731,7,2,0.2
W11,7,732,1,0,0
W11,7,732,2,0,0
W11,7,732,3,0,0
W11,7,732,4,1,0.1
W11,7,732,5,3,0.3
W11,7,732,6,4,0.4
W11,7,732,7,2,0.2
W11,7,733,1,0,0
W11,7,733,2,1,0.1
W11,7,733,3,0,0
W11,7,733,4,1,0.1
W11,7,733,5,1,0.1
W11,7,733,6,5,0.5
W11,7,733,7,2,0.2
W11,7,734,1,0,0
W11,7,734,2,1,0.1
W11,7,734,3,0,0
W11,7,734,4,0,0
W11,7,734,5,2,0.2
W11,7,734,6,5,0.5
W11,7,734,7,2,0.2
W11,7,735,1,0,0
W11,7,735,2,0,0
W11,7,735,3,0,0
W11,7,735,4,2,0.2
W11,7,735,5,1,0.1
W11,7,735,6,6,0.6
W11,7,735,7,1,0.1
W11,7,736,1,1,0.1
W11,7,736,2,0,0
W11,7,736,3,1,0.1
W11,7,736,4,1,0.1
W11,7,736,5,0,0
W11,7,736,6,5,0.5
W11,7,736,7,2,0.2
W11,7,737,1,0,0
W11,7,737,2,0,0
W11,7,737,3,1,0.1
W11,7,737,4,2,0.2
W11,7,737,5,1,0.1
W11,7,737,6,4,0.4
W11,7,737,7,2,0.2
W11,7,738,1,0,0
W11,7,738,2,0,0
W11,7,738,3,1,0.1
W11,7,738,4,2,0.2
W11,7,738,5,1,0.1
W11,7,738,6,4,0.4
W11,7,738,7,2,0.2
W11,7,739,1,0,0
W11,7,739,2,0,0
W11,7,739,3,1,0.1
W11,7,739,4,2,0.2
W11,7,739,5,1,0.1
W11,7,739,6,4,0.4
W11,7,739,7,2,0.2
W11,7,740,1,0,0
W11,7,740,2,0,0
W11,7,740,3,3,0.3
W11,7,740,4,0,0
W11,7,740,5,1,0.1
W11,7,740,6,4,0.4
W11,7,740,7,2,0.2
W11,7,741,1,0,0
W11,7,741,2,1,0.1
W11,7,741,3,0,0
W11,7,741,4,0,0
W11,7,741,5,2,0.2
W11,7,741,6,5,0.5
W11,7,741,7,2,0.2
W11,7,742,1,0,0
W11,7,742,2,0,0
W11,7,742,3,1,0.1
W11,7,742,4,2,0.2
W11,7,742,5,1,0.1
W11,7,742,6,4,0.4
W11,7,742,7,2,0.2
W11,7,743,1,0,0
W11,7,743,2,0,0
W11,7,743,3,1,0.1
W11,7,743,4,1,0.1
W11,7,743,5,1,0.1
W11,7,743,6,6,0.6
W11,7,743,7,1,0.1
W11,7,744,1,0,0
W11,7,744,2,1,0.1
W11,7,744,3,0,0
W11,7,744,4,2,0.2
W11,7,744,5,0,0
W11,7,744,6,5,0.5
W11,7,744,7,2,0.2
W11,7,745,1,1,0.1
W11,7,745,2,0,0
W11,7,745,3,0,0
W11,7,745,4,1,0.1
W11,7,745,5,1,0.1
W11,7,745,6,5,0.5
W11,7,745,7,2,0.2
W11,7,746,1,0,0
W11,7,746,2,0,0
W11,7,746,3,0,0
W11,7,746,4,3,0.3
W11,7,746,5,1,0.1
W11,7,746,6,4,0.4
W11,7,746,7,2,0.2
W11,7,747,1,0,0
W11,7,747,2,0,0
W11,7,747,3,0,0
W11,7,747,4,2,0.2
W11,7,747,5,1,0.1
W11,7,747,6,6,0.6
W11,7,747,7,1,0.1
W11,7,748,1,0,0
W11,7,748,2,1,0.1
W11,7,748,3,1,0.1
W11,7,748,4,1,0.1
W11,7,748,5,0,0
W11,7,748,6,5,0.5
W11,7,748,7,2,0.2
W11,7,749,1,0,0
W11,7,749,2,0,0
W11,7,749,3,1,0.1
W11,7,749,4,1,0.1
W11,7,749,5,1,0.1
W11,7,749,6,6,0.6
W11,7,749,7,1,0.1
W11,7,750,1,0,0
W11,7,750,2,0,0
W11,7,750,3,0,0
W11,7,750,4,1,0.1
W11,7,750,5,3,0.3
W11,7,750,6,4,0.4
W11,7,750,7,2,0.2
W11,7,751,1,1,0.1
W11,7,751,2,0,0
W11,7,751,3,0,0
W11,7,751,4,1,0.1
W11,7,751,5,1,0.1
W11,7,751,6,5,0.5
W11,7,751,7,2,0.2
W11,7,752,1,0,0
W11,7,752,2,1,0.1
W11,7,752,3,0,0
W11,7,752,4,1,0.1
W11,7,752,5,1,0.1
W11,7,752,6,5,0.5
W11,7,752,7,2,0.2
W11,7,753,1,0,0
W11,7,753,2,0,0
W11,7,753,3,1,0.1
W11,7,753,4,2,0.2
W11,7,753,5,0,0
W11,7,753,6,6,0.6
W11,7,753,7,1,0.1
W11,7,754,1,0,0
W11,7,754,2,0,0
W11,7,754,3,1,0.1
W11,7,754,4,2,0.2
W11,7,754,5,1,0.1
W11,7,754,6,4,0.4
W11,7,754,7,2,0.2
W11,7,755,1,0,0
W11,7,755,2,0,0
W11,7,755,3,1,0.1
W11,7,755,4,0,0
W11,7,755,5,2,0.2
W11,7,755,6,6,0.6
W11,7,755,7,1,0.1
W11,7,756,1,0,0
W11,7,756,2,0,0
W11,7,756,3,1,0.1
W11,7,756,4,2,0.2
W11,7,756,5,0,0
W11,7,756,6,6,0.6
W11,7,756,7,1,0.1
W11,7,757,1,0,0
W11,7,757,2,0,0
W11,7,757,3,1,0.1
W11,7,757,4,2,0.2
W11,7,757,5,1,0.1
W11,7,757,6,4,0.4
W11,7,757,7,2,0.2
W11,7,758,1,0,0
W11,7,758,2,0,0
W11,7,758,3,1,0.1
W11,7,758,4,2,0.2
W11,7,758,5,1,0.1
W11,7,758,6,4,0.4
W11,7,758,7,2,0.2
W11,7,759,1,0,0
W11,7,759,2,1,0.1
W11,7,759,3,0,0
W11,7,759,4,0,0
W11,7,759,5,0,0
W11,7,759,6,9,0.9
W11,7,759,7,0,0
W11,7,760,1,1,0.1
W11,7,760,2,0,0
W11,7,760,3,0,0
W11,7,760,4,0,0
W11,7,760,5,0,0
W11,7,760,6,9,0.9
W11,7,760,7,0,0
W11,7,761,1,0,0
W11,7,761,2,1,0.1
W11,7,761,3,0,0
W11,7,761,4,1,0.1
W11,7,761,5,1,0.1
W11,7,761,6,5,0.5
W11,7,761,7,2,0.2
W11,7,762,1,0,0
W11,7,762,2,0,0
W11,7,762,3,1,0.1
W11,7,762,4,4,0.4
W11,7,762,5,1,0.1
W11,7,762,6,0,0
W11,7,762,7,4,0.4
W11,7,763,1,0,0
W11,7,763,2,0,0
W11,7,763,3,2,0.2
W11,7,763,4,0,0
W11,7,763,5,1,0.1
W11,7,763,6,6,0.6
W11,7,763,7,1,0.1
W11,7,764,1,0,0
W11,7,764,2,0,0
W11,7,764,3,1,0.1
W11,7,764,4,2,0.2
W11,7,764,5,0,0
W11,7,764,6,6,0.6
W11,7,764,7,1,0.1
W11,7,765,1,0,0
W11,7,765,2,0,0
W11,7,765,3,1,0.1
W11,7,765,4,2,0.2
W11,7,765,5,0,0
W11,7,765,6,6,0.6
W11,7,765,7,1,0.1
W11,7,766,1,1,0.1
W11,7,766,2,0,0
W11,7,766,3,0,0
W11,7,766,4,1,0.1
W11,7,766,5,1,0.1
W11,7,766,6,5,0.5
W11,7,766,7,2,0.2
W11,7,767,1,0,0
W11,7,767,2,1,0.1
W11,7,767,3,1,0.1
W11,7,767,4,1,0.1
W11,7,767,5,0,0
W11,7,767,6,5,0.5
W11,7,767,7,2,0.2
W11,7,768,1,0,0
W11,7,768,2,0,0
W11,7,768,3,1,0.1
W11,7,768,4,2,0.2
W11,7,768,5,1,0.1
W11,7,768,6,4,0.4
W11,7,768,7,2,0.2
W11,7,769,1,0,0
W11,7,769,2,0,0
W11,7,769,3,1,0.1
W11,7,769,4,3,0.3
W11,7,769,5,0,0
W11,7,769,6,4,0.4
W11,7,769,7,2,0.2
W11,7,770,1,1,0.1
W11,7,770,2,0,0
W11,7,770,3,0,0
W11,7,770,4,1,0.1
W11,7,770,5,1,0.1
W11,7,770,6,5,0.5
W11,7,770,7,2,0.2
W11,7,771,1,0,0
W11,7,771,2,0,0
W11,7,771,3,0,0
W11,7,771,4,3,0.3
W11,7,771,5,0,0
W11,7,771,6,6,0.6
W11,7,771,7,1,0.1
W11,7,772,1,0,0
W11,7,772,2,0,0
W11,7,772,3,2,0.2
W11,7,772,4,0,0
W11,7,772,5,2,0.2
W11,7,772,6,4,0.4
W11,7,772,7,2,0.2
W11,7,773,1,0,0
W11,7,773,2,0,0
W11,7,773,3,1,0.1
W11,7,773,4,2,0.2
W11,7,773,5,1,0.1
W11,7,773,6,4,0.4
W11,7,773,7,2,0.2
W11,7,774,1,0,0
W11,7,774,2,0,0
W11,7,774,3,1,0.1
W11,7,774,4,0,0
W11,7,774,5,3,0.3
W11,7,774,6,4,0.4
W11,7,774,7,2,0.2
W11,7,775,1,0,0
W11,7,775,2,1,0.1
W11,7,775,3,0,0
W11,7,775,4,1,0.1
W11,7,775,5,1,0.1
W11,7,775,6,5,0.5
W11,7,775,7,2,0.2
W11,7,776,1,0,0
W11,7,776,2,1,0.1
W11,7,776,3,2,0.2
W11,7,776,4,0,0
W11,7,776,5,0,0
W11,7,776,6,5,0.5
W11,7,776,7,2,0.2
W11,7,777,1,0,0
W11,7,777,2,0,0
W11,7,777,3,1,0.1
W11,7,777,4,1,0.1
W11,7,777,5,1,0.1
W11,7,777,6,6,0.6
W11,7,777,7,1,0.1
W11,7,778,1,1,0.1
W11,7,778,2,0,0
W11,7,778,3,1,0.1
W11,7,778,4,1,0.1
W11,7,778,5,0,0
W11,7,778,6,5,0.5
W11,7,778,7,2,0.2
W11,7,779,1,0,0
W11,7,779,2,0,0
W11,7,779,3,1,0.1
W11,7,779,4,0,0
W11,7,779,5,2,0.2
W11,7,779,6,6,0.6
W11,7,779,7,1,0.1
W11,7,780,1,0,0
W11,7,780,2,1,0.1
W11,7,780,3,0,0
W11,7,780,4,1,0.1
W11,7,780,5,1,0.1
W11,7,780,6,5,0.5
W11,7,780,7,2,0.2
W11,7,781,1,0,0
W11,7,781,2,1,0.1
W11,7,781,3,2,0.2
W11,7,781,4,0,0
W11,7,781,5,0,0
W11,7,781,6,5,0.5
W11,7,781,7,2,0.2
W11,7,782,1,0,0
W11,7,782,2,1,0.1
W11,7,782,3,0,0
W11,7,782,4,2,0.2
W11,7,782,5,0,0
W11,7,782,6,5,0.5
W11,7,782,7,2,0.2
W11,7,783,1,0,0
W11,7,783,2,0,0
W11,7,783,3,1,0.1
W11,7,783,4,2,0.2
W11,7,783,5,1,0.1
W11,7,783,6,4,0.4
W11,7,783,7,2,0.2
W11,7,784,1,0,0
W11,7,784,2,0,0
W11,7,784,3,0,0
W11,7,784,4,1,0.1
W11,7,784,5,3,0.3
W11,7,784,6,4,0.4
W11,7,784,7,2,0.2
W11,7,785,1,0,0
W11,7,785,2,1,0.1
W11,7,785,3,0,0
W11,7,785,4,0,0
W11,7,785,5,2,0.2
W11,7,785,6,5,0.5
W11,7,785,7,2,0.2
W11,7,786,1,0,0
W11,7,786,2,0,0
W11,7,786,3,1,0.1
W11,7,786,4,1,0.1
W11,7,786,5,1,0.1
W11,7,786,6,6,0.6
W11,7,786,7,1,0.1
W11,7,787,1,0,0
W11,7,787,2,1,0.1
W11,7,787,3,0,0
W11,7,787,4,2,0.2
W11,7,787,5,0,0
W11,7,787,6,5,0.5
W11,7,787,7,2,0.2
W11,7,788,1,0,0
W11,7,788,2,0,0
W11,7,788,3,0,0
W11,7,788,4,2,0.2
W11,7,788,5,1,0.1
W11,7,788,6,6,0.6
W11,7,788,7,1,0.1
W11,7,789,1,1,0.1
W11,7,789,2,0,0
W11,7,789,3,1,0.1
W11,7,789,4,1,0.1
W11,7,789,5,0,0
W11,7,789,6,5,0.5
W11,7,789,7,2,0.2
W11,7,790,1,0,0
W11,7,790,2,0,0
W11,7,790,3,1,0.1
W11,7,790,4,1,0.1
W11,7,790,5,1,0.1
W11,7,790,6,6,0.6
W11,7,790,7,1,0.1
W11,7,791,1,0,0
W11,7,791,2,1,0.1
W11,7,791,3,0,0
W11,7,791,4,0,0
W11,7,791,5,2,0.2
W11,7,791,6,5,0.5
W11,7,791,7,2,0.2
W11,7,792,1,0,0
W11,7,792,2,0,0
W11,7,792,3,1,0.1
W11,7,792,4,3,0.3
W11,7,792,5,0,0
W11,7,792,6,4,0.4
W11,7,792,7,2,0.2
W11,7,793,1,0,0
W11,7,793,2,0,0
W11,7,793,3,3,0.3
W11,7,793,4,0,0
W11,7,793,5,1,0.1
W11,7,793,6,4,0.4
W11,7,793,7,2,0.2
W11,7,794,1,0,0
W11,7,794,2,0,0
W11,7,794,3,1,0.1
W11,7,794,4,2,0.2
W11,7,794,5,1,0.1
W11,7,794,6,4,0.4
W11,7,794,7,2,0.2
W11,7,795,1,0,0
W11,7,795,2,1,0.1
W11,7,795,3,0,0
W11,7,795,4,1,0.1
W11,7,795,5,1,0.1
W11,7,795,6,5,0.5
W11,7,795,7,2,0.2
W11,7,796,1,0,0
W11,7,796,2,0,0
W11,7,796,3,1,0.1
W11,7,796,4,2,0.2
W11,7,796,5,1,0.1
W11,7,796,6,4,0.4
W11,7,796,7,2,0.2
W11,7,797,1,0,0
W11,7,797,2,1,0.1
W11,7,797,3,0,0
W11,7,797,4,0,0
W11,7,797,5,0,0
W11,7,797,6,9,0.9
W11,7,797,7,0,0
W11,7,798,1,0,0
W11,7,798,2,0,0
W11,7,798,3,1,0.1
W11,7,798,4,2,0.2
W11,7,798,5,1,0.1
W11,7,798,6,4,0.4
W11,7,798,7,2,0.2
W11,7,799,1,0,0
W11,7,799,2,0,0
W11,7,799,3,1,0.1
W11,7,799,4,4,0.4
W11,7,799,5,1,0.1
W11,7,799,6,0,0
W11,7,799,7,4,0.4
W11,7,800,1,0,0
W11,7,800,2,1,0.1
W11,7,800,3,0,0
W11,7,800,4,0,0
W11,7,800,5,2,0.2
W11,7,800,6,5,0.5
W11,7,800,7,2,0.2
W11,7,801,1,0,0
W11,7,801,2,0,0
W11,7,801,3,0,0
W11,7,801,4,3,0.3
W11,7,801,5,0,0
W11,7,801,6,6,0.6
W11,7,801,7,1,0.1
W11,7,802,1,0,0
W11,7,802,2,0,0
W11,7,802,3,0,0
W11,7,802,4,3,0.3
W11,7,802,5,0,0
W11,7,802,6,6,0.6
W11,7,802,7,1,0.1
W11,7,803,1,0,0
W11,7,803,2,0,0
W11,7,803,3,1,0.1
W11,7,803,4,2,0.2
W11,7,803,5,0,0
W11,7,803,6,6,0.6
W11,7,803,7,1,0.1
W11,7,804,1,0,0
W11,7,804,2,0,0
W11,7,804,3,0,0
W11,7,804,4,3,0.3
W11,7,804,5,1,0.1
W11,7,804,6,4,0.4
W11,7,804,7,2,0.2
W11,7,805,1,0,0
W11,7,805,2,1,0.1
W11,7,805,3,0,0
W11,7,805,4,1,0.1
W11,7,805,5,1,0.1
W11,7,805,6,5,0.5
W11,7,805,7,2,0.2
W11,7,806,1,0,0
W11,7,806,2,0,0
W11,7,806,3,1,0.1
W11,7,806,4,2,0.2
W11,7,806,5,1,0.1
W11,7,806,6,4,0.4
W11,7,806,7,2,0.2
W11,7,807,1,0,0
W11,7,807,2,0,0
W11,7,807,3,2,0.2
W11,7,807,4,0,0
W11,7,807,5,2,0.2
W11,7,807,6,4,0.4
W11,7,807,7,2,0.2
W11,7,808,1,0,0
W11,7,808,2,0,0
W11,7,808,3,0,0
W11,7,808,4,3,0.3
W11,7,808,5,0,0
W11,7,808,6,6,0.6
W11,7,808,7,1,0.1
W11,7,809,1,0,0
W11,7,809,2,0,0
W11,7,809,3,1,0.1
W11,7,809,4,0,0
W11,7,809,5,3,0.3
W11,7,809,6,4,0.4
W11,7,809,7,2,0.2
W11,7,810,1,1,0.1
W11,7,810,2,0,0
W11,7,810,3,1,0.1
W11,7,810,4,1,0.1
W11,7,810,5,0,0
W11,7,810,6,5,0.5
W11,7,810,7,2,0.2
W11,7,811,1,1,0.1
W11,7,811,2,0,0
W11,7,811,3,0,0
W11,7,811,4,0,0
W11,7,811,5,0,0
W11,7,811,6,9,0.9
W11,7,811,7,0,0
W11,7,812,1,0,0
W11,7,812,2,0,0
W11,7,812,3,0,0
W11,7,812,4,1,0.1
W11,7,812,5,3,0.3
W11,7,812,6,4,0.4
W11,7,812,7,2,0.2
W11,7,813,1,0,0
W11,7,813,2,0,0
W11,7,813,3,1,0.1
W11,7,813,4,0,0
W11,7,813,5,3,0.3
W11,7,813,6,4,0.4
W11,7,813,7,2,0.2
W11,7,814,1,0,0
W11,7,814,2,0,0
W11,7,814,3,1,0.1
W11,7,814,4,1,0.1
W11,7,814,5,1,0.1
W11,7,814,6,6,0.6
W11,7,814,7,1,0.1
W11,7,815,1,0,0
W11,7,815,2,1,0.1
W11,7,815,3,0,0
W11,7,815,4,0,0
W11,7,815,5,2,0.2
W11,7,815,6,5,0.5
W11,7,815,7,2,0.2
W11,7,816,1,0,0
W11,7,816,2,1,0.1
W11,7,816,3,0,0
W11,7,816,4,2,0.2
W11,7,816,5,0,0
W11,7,816,6,5,0.5
W11,7,816,7,2,0.2
W11,7,817,1,0,0
W11,7,817,2,0,0
W11,7,817,3,3,0.3
W11,7,817,4,1,0.1
W11,7,817,5,0,0
W11,7,817,6,4,0.4
W11,7,817,7,2,0.2
W11,7,818,1,1,0.1
W11,7,818,2,0,0
W11,7,818,3,0,0
W11,7,818,4,1,0.1
W11,7,818,5,1,0.1
W11,7,818,6,5,0.5
W11,7,818,7,2,0.2
W11,7,819,1,0,0
W11,7,819,2,0,0
W11,7,819,3,0,0
W11,7,819,4,2,0.2
W11,7,819,5,1,0.1
W11,7,819,6,6,0.6
W11,7,819,7,1,0.1
W11,7,820,1,0,0
W11,7,820,2,1,0.1
W11,7,820,3,0,0
W11,7,820,4,0,0
W11,7,820,5,0,0
W11,7,820,6,9,0.9
W11,7,820,7,0,0
W11,7,821,1,0,0
W11,7,821,2,1,0.1
W11,7,821,3,2,0.2
W11,7,821,4,0,0
W11,7,821,5,0,0
W11,7,821,6,5,0.5
W11,7,821,7,2,0.2
W11,7,822,1,0,0
W11,7,822,2,0,0
W11,7,822,3,1,0.1
W11,7,822,4,2,0.2
W11,7,822,5,0,0
W11,7,822,6,6,0.6
W11,7,822,7,1,0.1
W11,7,823,1,0,0
W11,7,823,2,1,0.1
W11,7,823,3,0,0
W11,7,823,4,1,0.1
W11,7,823,5,1,0.1
W11,7,823,6,5,0.5
W11,7,823,7,2,0.2
W11,7,824,1,0,0
W11,7,824,2,1,0.1
W11,7,824,3,0,0
W11,7,824,4,0,0
W11,7,824,5,2,0.2
W11,7,824,6,5,0.5
W11,7,824,7,2,0.2
W11,7,825,1,0,0
W11,7,825,2,0,0
W11,7,825,3,1,0.1
W11,7,825,4,2,0.2
W11,7,825,5,0,0
W11,7,825,6,6,0.6
W11,7,825,7,1,0.1
W11,7,826,1,1,0.1
W11,7,826,2,0,0
W11,7,826,3,0,0
W11,7,826,4,1,0.1
W11,7,826,5,1,0.1
W11,7,826,6,5,0.5
W11,7,826,7,2,0.2
W11,7,827,1,0,0
W11,7,827,2,0,0
W11,7,827,3,0,0
W11,7,827,4,3,0.3
W11,7,827,5,0,0
W11,7,827,6,6,0.6
W11,7,827,7,1,0.1
W11,7,828,1,0,0
W11,7,828,2,0,0
W11,7,828,3,1,0.1
W11,7,828,4,3,0.3
W11,7,828,5,0,0
W11,7,828,6,4,0.4
W11,7,828,7,2,0.2
W11,7,829,1,0,0
W11,7,829,2,1,0.1
W11,7,829,3,0,0
W11,7,829,4,2,0.2
W11,7,829,5,0,0
W11,7,829,6,5,0.5
W11,7,829,7,2,0.2
W11,7,830,1,0,0
W11,7,830,2,0,0
W11,7,830,3,1,0.1
W11,7,830,4,0,0
W11,7,830,5,2,0.2
W11,7,830,6,6,0.6
W11,7,830,7,1,0.1
W11,7,831,1,0,0
W11,7,831,2,0,0
W11,7,831,3,3,0.3
W11,7,831,4,0,0
W11,7,831,5,1,0.1
W11,7,831,6,4,0.4
W11,7,831,7,2,0.2
W11,7,832,1,0,0
W11,7,832,2,0,0
W11,7,832,3,0,0
W11,7,832,4,3,0.3
W11,7,832,5,0,0
W11,7,832,6,6,0.6
W11,7,832,7,1,0.1
W11,7,833,1,0,0
W11,7,833,2,0,0
W11,7,833,3,0,0
W11,7,833,4,3,0.3
W11,7,833,5,0,0
W11,7,833,6,6,0.6
W11,7,833,7,1,0.1
W11,7,834,1,0,0
W11,7,834,2,0,0
W11,7,834,3,1,0.1
W11,7,834,4,1,0.1
W11,7,834,5,1,0.1
W11,7,834,6,6,0.6
W11,7,834,7,1,0.1
W11,7,835,1,0,0
W11,7,835,2,1,0.1
W11,7,835,3,1,0.1
W11,7,835,4,1,0.1
W11,7,835,5,0,0
W11,7,835,6,5,0.5
W11,7,835,7,2,0.2
W11,7,836,1,0,0
W11,7,836,2,0,0
W11,7,836,3,3,0.3
W11,7,836,4,0,0
W11,7,836,5,1,0.1
W11,7,836,6,4,0.4
W11,7,836,7,2,0.2
W11,7,837,1,1,0.1
W11,7,837,2,0,0
W11,7,837,3,0,0
W11,7,837,4,0,0
W11,7,837,5,0,0
W11,7,837,6,9,0.9
W11,7,837,7,0,0
W11,7,838,1,0,0
W11,7,838,2,1,0.1
W11,7,838,3,0,0
W11,7,838,4,0,0
W11,7,838,5,2,0.2
W11,7,838,6,5,0.5
W11,7,838,7,2,0.2
W11,7,839,1,0,0
W11,7,839,2,0,0
W11,7,839,3,0,0
W11,7,839,4,2,0.2
W11,7,839,5,1,0.1
W11,7,839,6,6,0.6
W11,7,839,7,1,0.1
W11,7,840,1,0,0
W11,7,840,2,0,0
W11,7,840,3,1,0.1
W11,7,840,4,3,0.3
W11,7,840,5,0,0
W11,7,840,6,4,0.4
W11,7,840,7,2,0.2
W11,7,841,1,0,0
W11,7,841,2,0,0
W11,7,841,3,1,0.1
W11,7,841,4,2,0.2
W11,7,841,5,1,0.1
W11,7,841,6,4,0.4
W11,7,841,7,2,0.2
W11,7,842,1,0,0
W11,7,842,2,1,0.1
W11,7,842,3,0,0
W11,7,842,4,2,0.2
W11,7,842,5,0,0
W11,7,842,6,5,0.5
W11,7,842,7,2,0.2
W11,7,843,1,0,0
W11,7,843,2,0,0
W11,7,843,3,3,0.3
W11,7,843,4,1,0.1
W11,7,843,5,0,0
W11,7,843,6,4,0.4
W11,7,843,7,2,0.2
W11,7,844,1,0,0
W11,7,844,2,0,0
W11,7,844,3,1,0.1
W11,7,844,4,2,0.2
W11,7,844,5,1,0.1
W11,7,844,6,4,0.4
W11,7,844,7,2,0.2
W11,7,845,1,0,0
W11,7,845,2,1,0.1
W11,7,845,3,2,0.2
W11,7,845,4,0,0
W11,7,845,5,0,0
W11,7,845,6,5,0.5
W11,7,845,7,2,0.2
W11,7,846,1,0,0
W11,7,846,2,0,0
W11,7,846,3,2,0.2
W11,7,846,4,2,0.2
W11,7,846,5,0,0
W11,7,846,6,4,0.4
W11,7,846,7,2,0.2
W11,7,847,1,0,0
W11,7,847,2,0,0
W11,7,847,3,1,0.1
W11,7,847,4,2,0.2
W11,7,847,5,1,0.1
W11,7,847,6,4,0.4
W11,7,847,7,2,0.2
W11,7,848,1,0,0
W11,7,848,2,0,0
W11,7,848,3,0,0
W11,7,848,4,2,0.2
W11,7,848,5,2,0.2
W11,7,848,6,4,0.4
W11,7,848,7,2,0.2
W11,7,849,1,1,0.1
W11,7,849,2,0,0
W11,7,849,3,1,0.1
W11,7,849,4,1,0.1
W11,7,849,5,0,0
W11,7,849,6,5,0.5
W11,7,849,7,2,0.2
W11,7,850,1,0,0
W11,7,850,2,0,0
W11,7,850,3,1,0.1
W11,7,850,4,2,0.2
W11,7,850,5,1,0.1
W11,7,850,6,4,0.4
W11,7,850,7,2,0.2
W11,7,851,1,0,0
W11,7,851,2,1,0.1
W11,7,851,3,0,0
W11,7,851,4,0,0
W11,7,851,5,0,0
W11,7,851,6,9,0.9
W11,7,851,7,0,0
W11,7,852,1,0,0
W11,7,852,2,0,0
W11,7,852,3,3,0.3
W11,7,852,4,0,0
W11,7,852,5,1,0.1
W11,7,852,6,4,0.4
W11,7,852,7,2,0.2
W11,7,853,1,0,0
W11,7,853,2,0,0
W11,7,853,3,1,0.1
W11,7,853,4,3,0.3
W11,7,853,5,0,0
W11,7,853,6,4,0.4
W11,7,853,7,2,0.2
W11,7,854,1,0,0
W11,7,854,2,0,0
W11,7,854,3,2,0.2
W11,7,854,4,2,0.2
W11,7,854,5,0,0
W11,7,854,6,4,0.4
W11,7,854,7,2,0.2
W11,7,855,1,0,0
W11,7,855,2,0,0
W11,7,855,3,0,0
W11,7,855,4,2,0.2
W11,7,855,5,2,0.2
W11,7,855,6,4,0.4
W11,7,855,7,2,0.2
W11,7,856,1,0,0
W11,7,856,2,1,0.1
W11,7,856,3,0,0
W11,7,856,4,0,0
W11,7,856,5,2,0.2
W11,7,856,6,5,0.5
W11,7,856,7,2,0.2
W11,7,857,1,0,0
W11,7,857,2,0,0
W11,7,857,3,0,0
W11,7,857,4,0,0
W11,7,857,5,6,0.6
W11,7,857,6,0,0
W11,7,857,7,4,0.4
W11,7,858,1,0,0
W11,7,858,2,0,0
W11,7,858,3,1,0.1
W11,7,858,4,1,0.1
W11,7,858,5,1,0.1
W11,7,858,6,6,0.6
W11,7,858,7,1,0.1
W11,7,859,1,0,0
W11,7,859,2,0,0
W11,7,859,3,0,0
W11,7,859,4,2,0.2
W11,7,859,5,2,0.2
W11,7,859,6,4,0.4
W11,7,859,7,2,0.2
W11,7,860,1,0,0
