Community,Replicate,RankDifference,InteractionType,Count,TotalCount,Fraction
W8,770,0,coexistence,0,1,0
W8,770,1,coexistence,1,2,0.5
W8,770,2,coexistence,2,2,1
W8,770,3,coexistence,0,1,0
W8,771,0,coexistence,0,1,0
W8,771,1,coexistence,2,2,1
W8,771,2,coexistence,1,2,0.5
W8,771,3,coexistence,0,1,0
W8,772,0,coexistence,1,1,1
W8,772,1,coexistence,1,2,0.5
W8,772,2,coexistence,1,2,0.5
W8,772,3,coexistence,0,1,0
W8,773,0,coexistence,0,1,0
W8,773,1,coexistence,1,2,0.5
W8,773,2,coexistence,1,2,0.5
W8,773,3,coexistence,1,1,1
W8,774,0,coexistence,0,1,0
W8,774,1,coexistence,1,2,0.5
W8,774,2,coexistence,1,2,0.5
W8,774,3,coexistence,1,1,1
W8,775,0,coexistence,0,1,0
W8,775,1,coexistence,2,2,1
W8,775,2,coexistence,1,2,0.5
W8,775,3,coexistence,0,1,0
W8,776,0,coexistence,1,1,1
W8,776,1,coexistence,2,2,1
W8,776,2,coexistence,0,2,0
W8,776,3,coexistence,0,1,0
W8,777,0,coexistence,1,1,1
W8,777,1,coexistence,1,2,0.5
W8,777,2,coexistence,1,2,0.5
W8,777,3,coexistence,0,1,0
W8,778,0,coexistence,1,1,1
W8,778,1,coexistence,1,2,0.5
W8,778,2,coexistence,1,2,0.5
W8,778,3,coexistence,0,1,0
W8,779,0,coexistence,0,1,0
W8,779,1,coexistence,0,2,0
W8,779,2,coexistence,2,2,1
W8,779,3,coexistence,1,1,1
W8,780,0,coexistence,1,1,1
W8,780,1,coexistence,0,2,0
W8,780,2,coexistence,1,2,0.5
W8,780,3,coexistence,1,1,1
W8,781,0,coexistence,0,1,0
W8,781,1,coexistence,1,2,0.5
W8,781,2,coexistence,1,2,0.5
W8,781,3,coexistence,1,1,1
W8,782,0,coexistence,1,1,1
W8,782,1,coexistence,1,2,0.5
W8,782,2,coexistence,1,2,0.5
W8,782,3,coexistence,0,1,0
W8,783,0,coexistence,1,1,1
W8,783,1,coexistence,0,2,0
W8,783,2,coexistence,1,2,0.5
W8,783,3,coexistence,1,1,1
W8,784,0,coexistence,0,1,0
W8,784,1,coexistence,1,2,0.5
W8,784,2,coexistence,2,2,1
W8,784,3,coexistence,0,1,0
W8,785,0,coexistence,1,1,1
W8,785,1,coexistence,0,2,0
W8,785,2,coexistence,1,2,0.5
W8,785,3,coexistence,1,1,1
W8,786,0,coexistence,0,1,0
W8,786,1,coexistence,0,2,0
W8,786,2,coexistence,2,2,1
W8,786,3,coexistence,1,1,1
W8,787,0,coexistence,1,1,1
W8,787,1,coexistence,1,2,0.5
W8,787,2,coexistence,1,2,0.5
W8,787,3,coexistence,0,1,0
W8,788,0,coexistence,0,1,0
W8,788,1,coexistence,0,2,0
W8,788,2,coexistence,2,2,1
W8,788,3,coexistence,1,1,1
W8,789,0,coexistence,0,1,0
W8,789,1,coexistence,2,2,1
W8,789,2,coexistence,1,2,0.5
W8,789,3,coexistence,0,1,0
W8,790,0,coexistence,0,1,0
W8,790,1,coexistence,0,2,0
W8,790,2,coexistence,2,2,1
W8,790,3,coexistence,1,1,1
W8,791,0,coexistence,1,1,1
W8,791,1,coexistence,0,2,0
W8,791,2,coexistence,1,2,0.5
W8,791,3,coexistence,1,1,1
W8,792,0,coexistence,1,1,1
W8,792,1,coexistence,1,2,0.5
W8,792,2,coexistence,1,2,0.5
W8,792,3,coexistence,0,1,0
W8,793,0,coexistence,0,1,0
W8,793,1,coexistence,0,2,0
W8,793,2,coexistence,2,2,1
W8,793,3,coexistence,1,1,1
W8,794,0,coexistence,0,1,0
W8,794,1,coexistence,0,2,0
W8,794,2,coexistence,2,2,1
W8,794,3,coexistence,1,1,1
W8,795,0,coexistence,0,1,0
W8,795,1,coexistence,1,2,0.5
W8,795,2,coexistence,1,2,0.5
W8,795,3,coexistence,1,1,1
W8,796,0,coexistence,0,1,0
W8,796,1,coexistence,0,2,0
W8,796,2,coexistence,2,2,1
W8,796,3,coexistence,1,1,1
W8,797,0,coexistence,1,1,1
W8,797,1,coexistence,1,2,0.5
W8,797,2,coexistence,0,2,0
W8,797,3,coexistence,1,1,1
W8,798,0,coexistence,1,1,1
W8,798,1,coexistence,0,2,0
W8,798,2,coexistence,1,2,0.5
W8,798,3,coexistence,1,1,1
W8,799,0,coexistence,0,1,0
W8,799,1,coexistence,0,2,0
W8,799,2,coexistence,2,2,1
W8,799,3,coexistence,1,1,1
W8,800,0,coexistence,1,1,1
W8,800,1,coexistence,1,2,0.5
W8,800,2,coexistence,0,2,0
W8,800,3,coexistence,1,1,1
W8,801,0,coexistence,0,1,0
W8,801,1,coexistence,1,2,0.5
W8,801,2,coexistence,1,2,0.5
W8,801,3,coexistence,1,1,1
W8,802,0,coexistence,0,1,0
W8,802,1,coexistence,1,2,0.5
W8,802,2,coexistence,2,2,1
W8,802,3,coexistence,0,1,0
W8,803,0,coexistence,0,1,0
W8,803,1,coexistence,1,2,0.5
W8,803,2,coexistence,2,2,1
W8,803,3,coexistence,0,1,0
W8,804,0,coexistence,1,1,1
W8,804,1,coexistence,0,2,0
W8,804,2,coexistence,1,2,0.5
W8,804,3,coexistence,1,1,1
W8,805,0,coexistence,0,1,0
W8,805,1,coexistence,0,2,0
W8,805,2,coexistence,2,2,1
W8,805,3,coexistence,1,1,1
W8,806,0,coexistence,0,1,0
W8,806,1,coexistence,1,2,0.5
W8,806,2,coexistence,1,2,0.5
W8,806,3,coexistence,1,1,1
W8,807,0,coexistence,1,1,1
W8,807,1,coexistence,0,2,0
W8,807,2,coexistence,1,2,0.5
W8,807,3,coexistence,1,1,1
W8,808,0,coexistence,1,1,1
W8,808,1,coexistence,0,2,0
W8,808,2,coexistence,1,2,0.5
W8,808,3,coexistence,1,1,1
W8,809,0,coexistence,1,1,1
W8,809,1,coexistence,1,2,0.5
W8,809,2,coexistence,1,2,0.5
W8,809,3,coexistence,0,1,0
W8,810,0,coexistence,0,1,0
W8,810,1,coexistence,1,2,0.5
W8,810,2,coexistence,2,2,1
W8,810,3,coexistence,0,1,0
W8,811,0,coexistence,1,1,1
W8,811,1,coexistence,1,2,0.5
W8,811,2,coexistence,0,2,0
W8,811,3,coexistence,1,1,1
W8,812,0,coexistence,0,1,0
W8,812,1,coexistence,1,2,0.5
W8,812,2,coexistence,2,2,1
W8,812,3,coexistence,0,1,0
W8,813,0,coexistence,1,1,1
W8,813,1,coexistence,0,2,0
W8,813,2,coexistence,1,2,0.5
W8,813,3,coexistence,1,1,1
W8,814,0,coexistence,0,1,0
W8,814,1,coexistence,1,2,0.5
W8,814,2,coexistence,2,2,1
W8,814,3,coexistence,0,1,0
W8,815,0,coexistence,1,1,1
W8,815,1,coexistence,1,2,0.5
W8,815,2,coexistence,1,2,0.5
W8,815,3,coexistence,0,1,0
W8,816,0,coexistence,0,1,0
W8,816,1,coexistence,1,2,0.5
W8,816,2,coexistence,1,2,0.5
W8,816,3,coexistence,1,1,1
W8,817,0,coexistence,0,1,0
W8,817,1,coexistence,1,2,0.5
W8,817,2,coexistence,1,2,0.5
W8,817,3,coexistence,1,1,1
W8,818,0,coexistence,0,1,0
W8,818,1,coexistence,1,2,0.5
W8,818,2,coexistence,1,2,0.5
W8,818,3,coexistence,1,1,1
W8,819,0,coexistence,1,1,1
W8,819,1,coexistence,1,2,0.5
W8,819,2,coexistence,1,2,0.5
W8,819,3,coexistence,0,1,0
W8,820,0,coexistence,0,1,0
W8,820,1,coexistence,1,2,0.5
W8,820,2,coexistence,1,2,0.5
W8,820,3,coexistence,1,1,1
W8,821,0,coexistence,0,1,0
W8,821,1,coexistence,0,2,0
W8,821,2,coexistence,2,2,1
W8,821,3,coexistence,1,1,1
W8,822,0,coexistence,0,1,0
W8,822,1,coexistence,1,2,0.5
W8,822,2,coexistence,2,2,1
W8,822,3,coexistence,0,1,0
W8,823,0,coexistence,1,1,1
W8,823,1,coexistence,1,2,0.5
W8,823,2,coexistence,1,2,0.5
W8,823,3,coexistence,0,1,0
W8,824,0,coexistence,0,1,0
W8,824,1,coexistence,1,2,0.5
W8,824,2,coexistence,1,2,0.5
W8,824,3,coexistence,1,1,1
W8,825,0,coexistence,1,1,1
W8,825,1,coexistence,1,2,0.5
W8,825,2,coexistence,0,2,0
W8,825,3,coexistence,1,1,1
W8,826,0,coexistence,1,1,1
W8,826,1,coexistence,2,2,1
W8,826,2,coexistence,0,2,0
W8,826,3,coexistence,0,1,0
W8,827,0,coexistence,1,1,1
W8,827,1,coexistence,0,2,0
W8,827,2,coexistence,2,2,1
W8,827,3,coexistence,0,1,0
W8,828,0,coexistence,0,1,0
W8,828,1,coexistence,1,2,0.5
W8,828,2,coexistence,1,2,0.5
W8,828,3,coexistence,1,1,1
W8,829,0,coexistence,1,1,1
W8,829,1,coexistence,0,2,0
W8,829,2,coexistence,2,2,1
W8,829,3,coexistence,0,1,0
W8,830,0,coexistence,0,1,0
W8,830,1,coexistence,1,2,0.5
W8,830,2,coexistence,1,2,0.5
W8,830,3,coexistence,1,1,1
W8,831,0,coexistence,0,1,0
W8,831,1,coexistence,0,2,0
W8,831,2,coexistence,2,2,1
W8,831,3,coexistence,1,1,1
W8,832,0,coexistence,0,1,0
W8,832,1,coexistence,1,2,0.5
W8,832,2,coexistence,1,2,0.5
W8,832,3,coexistence,1,1,1
W8,833,0,coexistence,1,1,1
W8,833,1,coexistence,1,2,0.5
W8,833,2,coexistence,0,2,0
W8,833,3,coexistence,1,1,1
W8,834,0,coexistence,0,1,0
W8,834,1,coexistence,1,2,0.5
W8,834,2,coexistence,1,2,0.5
W8,834,3,coexistence,1,1,1
W8,835,0,coexistence,0,1,0
W8,835,1,coexistence,0,2,0
W8,835,2,coexistence,2,2,1
W8,835,3,coexistence,1,1,1
W8,836,0,coexistence,0,1,0
W8,836,1,coexistence,1,2,0.5
W8,836,2,coexistence,1,2,0.5
W8,836,3,coexistence,1,1,1
W8,837,0,coexistence,0,1,0
W8,837,1,coexistence,1,2,0.5
W8,837,2,coexistence,1,2,0.5
W8,837,3,coexistence,1,1,1
W8,838,0,coexistence,1,1,1
W8,838,1,coexistence,1,2,0.5
W8,838,2,coexistence,0,2,0
W8,838,3,coexistence,1,1,1
W8,839,0,coexistence,1,1,1
W8,839,1,coexistence,1,2,0.5
W8,839,2,coexistence,1,2,0.5
W8,839,3,coexistence,0,1,0
W8,840,0,coexistence,1,1,1
W8,840,1,coexistence,0,2,0
W8,840,2,coexistence,2,2,1
W8,840,3,coexistence,0,1,0
W8,841,0,coexistence,1,1,1
W8,841,1,coexistence,0,2,0
W8,841,2,coexistence,2,2,1
W8,841,3,coexistence,0,1,0
W8,842,0,coexistence,1,1,1
W8,842,1,coexistence,1,2,0.5
W8,842,2,coexistence,0,2,0
W8,842,3,coexistence,1,1,1
W8,843,0,coexistence,1,1,1
W8,843,1,coexistence,1,2,0.5
W8,843,2,coexistence,1,2,0.5
W8,843,3,coexistence,0,1,0
W8,844,0,coexistence,1,1,1
W8,844,1,coexistence,1,2,0.5
W8,844,2,coexistence,0,2,0
W8,844,3,coexistence,1,1,1
W8,845,0,coexistence,1,1,1
W8,845,1,coexistence,1,2,0.5
W8,845,2,coexistence,0,2,0
W8,845,3,coexistence,1,1,1
W8,846,0,coexistence,1,1,1
W8,846,1,coexistence,1,2,0.5
W8,846,2,coexistence,1,2,0.5
W8,846,3,coexistence,0,1,0
W8,847,0,coexistence,0,1,0
W8,847,1,coexistence,1,2,0.5
W8,847,2,coexistence,1,2,0.5
W8,847,3,coexistence,1,1,1
W8,848,0,coexistence,0,1,0
W8,848,1,coexistence,1,2,0.5
W8,848,2,coexistence,1,2,0.5
W8,848,3,coexistence,1,1,1
W8,849,0,coexistence,1,1,1
W8,849,1,coexistence,1,2,0.5
W8,849,2,coexistence,0,2,0
W8,849,3,coexistence,1,1,1
W8,850,0,coexistence,0,1,0
W8,850,1,coexistence,1,2,0.5
W8,850,2,coexistence,1,2,0.5
W8,850,3,coexistence,1,1,1
W8,851,0,coexistence,1,1,1
W8,851,1,coexistence,2,2,1
W8,851,2,coexistence,0,2,0
W8,851,3,coexistence,0,1,0
W8,852,0,coexistence,0,1,0
W8,852,1,coexistence,2,2,1
W8,852,2,coexistence,0,2,0
W8,852,3,coexistence,1,1,1
W8,853,0,coexistence,1,1,1
W8,853,1,coexistence,1,2,0.5
W8,853,2,coexistence,1,2,0.5
W8,853,3,coexistence,0,1,0
W8,854,0,coexistence,0,1,0
W8,854,1,coexistence,0,2,0
W8,854,2,coexistence,2,2,1
W8,854,3,coexistence,1,1,1
W8,855,0,coexistence,0,1,0
W8,855,1,coexistence,0,2,0
W8,855,2,coexistence,2,2,1
W8,855,3,coexistence,1,1,1
W8,856,0,coexistence,1,1,1
W8,856,1,coexistence,1,2,0.5
W8,856,2,coexistence,1,2,0.5
W8,856,3,coexistence,0,1,0
W8,857,0,coexistence,0,1,0
W8,857,1,coexistence,2,2,1
W8,857,2,coexistence,1,2,0.5
W8,857,3,coexistence,0,1,0
W8,858,0,coexistence,1,1,1
W8,858,1,coexistence,2,2,1
W8,858,2,coexistence,0,2,0
W8,858,3,coexistence,0,1,0
W8,859,0,coexistence,0,1,0
W8,859,1,coexistence,2,2,1
W8,859,2,coexistence,1,2,0.5
W8,859,3,coexistence,0,1,0
W8,860,0,coexistence,0,1,0
W8,860,1,coexistence,0,2,0
W8,860,2,coexistence,2,2,1
W8,860,3,coexistence,1,1,1
W8,861,0,coexistence,1,1,1
W8,861,1,coexistence,1,2,0.5
W8,861,2,coexistence,0,2,0
W8,861,3,coexistence,1,1,1
W8,862,0,coexistence,1,1,1
W8,862,1,coexistence,0,2,0
W8,862,2,coexistence,2,2,1
W8,862,3,coexistence,0,1,0
W8,863,0,coexistence,0,1,0
W8,863,1,coexistence,1,2,0.5
W8,863,2,coexistence,1,2,0.5
W8,863,3,coexistence,1,1,1
W8,864,0,coexistence,0,1,0
W8,864,1,coexistence,1,2,0.5
W8,864,2,coexistence,1,2,0.5
W8,864,3,coexistence,1,1,1
W8,865,0,coexistence,0,1,0
W8,865,1,coexistence,2,2,1
W8,865,2,coexistence,1,2,0.5
W8,865,3,coexistence,0,1,0
W8,866,0,coexistence,0,1,0
W8,866,1,coexistence,1,2,0.5
W8,866,2,coexistence,2,2,1
W8,866,3,coexistence,0,1,0
W8,867,0,coexistence,0,1,0
W8,867,1,coexistence,1,2,0.5
W8,867,2,coexistence,1,2,0.5
W8,867,3,coexistence,1,1,1
W8,868,0,coexistence,1,1,1
W8,868,1,coexistence,0,2,0
W8,868,2,coexistence,1,2,0.5
W8,868,3,coexistence,1,1,1
W8,869,0,coexistence,0,1,0
W8,869,1,coexistence,1,2,0.5
W8,869,2,coexistence,1,2,0.5
W8,869,3,coexistence,1,1,1
W8,870,0,coexistence,1,1,1
W8,870,1,coexistence,0,2,0
W8,870,2,coexistence,1,2,0.5
W8,870,3,coexistence,1,1,1
W8,871,0,coexistence,0,1,0
W8,871,1,coexistence,1,2,0.5
W8,871,2,coexistence,1,2,0.5
W8,871,3,coexistence,1,1,1
W8,872,0,coexistence,0,1,0
W8,872,1,coexistence,2,2,1
W8,872,2,coexistence,1,2,0.5
W8,872,3,coexistence,0,1,0
W8,873,0,coexistence,1,1,1
W8,873,1,coexistence,1,2,0.5
W8,873,2,coexistence,1,2,0.5
W8,873,3,coexistence,0,1,0
W8,874,0,coexistence,0,1,0
W8,874,1,coexistence,2,2,1
W8,874,2,coexistence,0,2,0
W8,874,3,coexistence,1,1,1
W8,875,0,coexistence,1,1,1
W8,875,1,coexistence,1,2,0.5
W8,875,2,coexistence,1,2,0.5
W8,875,3,coexistence,0,1,0
W8,876,0,coexistence,0,1,0
W8,876,1,coexistence,1,2,0.5
W8,876,2,coexistence,1,2,0.5
W8,876,3,coexistence,1,1,1
W8,877,0,coexistence,0,1,0
W8,877,1,coexistence,1,2,0.5
W8,877,2,coexistence,1,2,0.5
W8,877,3,coexistence,1,1,1
W8,878,0,coexistence,1,1,1
W8,878,1,coexistence,0,2,0
W8,878,2,coexistence,1,2,0.5
W8,878,3,coexistence,1,1,1
W8,879,0,coexistence,0,1,0
W8,879,1,coexistence,1,2,0.5
W8,879,2,coexistence,1,2,0.5
W8,879,3,coexistence,1,1,1
W8,880,0,coexistence,1,1,1
W8,880,1,coexistence,0,2,0
W8,880,2,coexistence,1,2,0.5
W8,880,3,coexistence,1,1,1
W8,881,0,coexistence,1,1,1
W8,881,1,coexistence,1,2,0.5
W8,881,2,coexistence,0,2,0
W8,881,3,coexistence,1,1,1
W8,882,0,coexistence,0,1,0
W8,882,1,coexistence,2,2,1
W8,882,2,coexistence,1,2,0.5
W8,882,3,coexistence,0,1,0
W8,883,0,coexistence,1,1,1
W8,883,1,coexistence,1,2,0.5
W8,883,2,coexistence,0,2,0
W8,883,3,coexistence,1,1,1
W8,884,0,coexistence,1,1,1
W8,884,1,coexistence,1,2,0.5
W8,884,2,coexistence,1,2,0.5
W8,884,3,coexistence,0,1,0
W8,885,0,coexistence,1,1,1
W8,885,1,coexistence,1,2,0.5
W8,885,2,coexistence,1,2,0.5
W8,885,3,coexistence,0,1,0
W8,886,0,coexistence,0,1,0
W8,886,1,coexistence,1,2,0.5
W8,886,2,coexistence,1,2,0.5
W8,886,3,coexistence,1,1,1
W8,887,0,coexistence,0,1,0
W8,887,1,coexistence,2,2,1
W8,887,2,coexistence,0,2,0
W8,887,3,coexistence,1,1,1
W8,888,0,coexistence,1,1,1
W8,888,1,coexistence,0,2,0
W8,888,2,coexistence,2,2,1
W8,888,3,coexistence,0,1,0
W8,889,0,coexistence,1,1,1
W8,889,1,coexistence,1,2,0.5
W8,889,2,coexistence,1,2,0.5
W8,889,3,coexistence,0,1,0
W8,890,0,coexistence,0,1,0
W8,890,1,coexistence,1,2,0.5
W8,890,2,coexistence,2,2,1
W8,890,3,coexistence,0,1,0
W8,891,0,coexistence,1,1,1
W8,891,1,coexistence,1,2,0.5
W8,891,2,coexistence,1,2,0.5
W8,891,3,coexistence,0,1,0
W8,892,0,coexistence,1,1,1
W8,892,1,coexistence,0,2,0
W8,892,2,coexistence,2,2,1
W8,892,3,coexistence,0,1,0
W8,893,0,coexistence,1,1,1
W8,893,1,coexistence,1,2,0.5
W8,893,2,coexistence,1,2,0.5
W8,893,3,coexistence,0,1,0
W8,894,0,coexistence,0,1,0
W8,894,1,coexistence,1,2,0.5
W8,894,2,coexistence,1,2,0.5
W8,894,3,coexistence,1,1,1
W8,895,0,coexistence,1,1,1
W8,895,1,coexistence,0,2,0
W8,895,2,coexistence,1,2,0.5
W8,895,3,coexistence,1,1,1
W8,896,0,coexistence,1,1,1
W8,896,1,coexistence,1,2,0.5
W8,896,2,coexistence,0,2,0
W8,896,3,coexistence,1,1,1
W8,897,0,coexistence,1,1,1
W8,897,1,coexistence,1,2,0.5
W8,897,2,coexistence,0,2,0
W8,897,3,coexistence,1,1,1
W8,898,0,coexistence,0,1,0
W8,898,1,coexistence,1,2,0.5
W8,898,2,coexistence,1,2,0.5
W8,898,3,coexistence,1,1,1
W8,899,0,coexistence,0,1,0
W8,899,1,coexistence,1,2,0.5
W8,899,2,coexistence,1,2,0.5
W8,899,3,coexistence,1,1,1
W8,900,0,coexistence,1,1,1
W8,900,1,coexistence,0,2,0
W8,900,2,coexistence,1,2,0.5
W8,900,3,coexistence,1,1,1
W8,901,0,coexistence,1,1,1
W8,901,1,coexistence,1,2,0.5
W8,901,2,coexistence,0,2,0
W8,901,3,coexistence,1,1,1
W8,902,0,coexistence,0,1,0
W8,902,1,coexistence,1,2,0.5
W8,902,2,coexistence,1,2,0.5
W8,902,3,coexistence,1,1,1
W8,903,0,coexistence,1,1,1
W8,903,1,coexistence,1,2,0.5
W8,903,2,coexistence,0,2,0
W8,903,3,coexistence,1,1,1
W8,904,0,coexistence,1,1,1
W8,904,1,coexistence,1,2,0.5
W8,904,2,coexistence,0,2,0
W8,904,3,coexistence,1,1,1
W8,905,0,coexistence,1,1,1
W8,905,1,coexistence,1,2,0.5
W8,905,2,coexistence,0,2,0
W8,905,3,coexistence,1,1,1
W8,906,0,coexistence,0,1,0
W8,906,1,coexistence,2,2,1
W8,906,2,coexistence,1,2,0.5
W8,906,3,coexistence,0,1,0
W8,907,0,coexistence,1,1,1
W8,907,1,coexistence,1,2,0.5
W8,907,2,coexistence,1,2,0.5
W8,907,3,coexistence,0,1,0
W8,908,0,coexistence,0,1,0
W8,908,1,coexistence,1,2,0.5
W8,908,2,coexistence,1,2,0.5
W8,908,3,coexistence,1,1,1
W8,909,0,coexistence,1,1,1
W8,909,1,coexistence,1,2,0.5
W8,909,2,coexistence,1,2,0.5
W8,909,3,coexistence,0,1,0
W8,910,0,coexistence,0,1,0
W8,910,1,coexistence,1,2,0.5
W8,910,2,coexistence,2,2,1
W8,910,3,coexistence,0,1,0
W8,911,0,coexistence,1,1,1
W8,911,1,coexistence,1,2,0.5
W8,911,2,coexistence,1,2,0.5
W8,911,3,coexistence,0,1,0
W8,912,0,coexistence,0,1,0
W8,912,1,coexistence,2,2,1
W8,912,2,coexistence,1,2,0.5
W8,912,3,coexistence,0,1,0
W8,913,0,coexistence,1,1,1
W8,913,1,coexistence,0,2,0
W8,913,2,coexistence,2,2,1
W8,913,3,coexistence,0,1,0
W8,914,0,coexistence,0,1,0
W8,914,1,coexistence,1,2,0.5
W8,914,2,coexistence,1,2,0.5
W8,914,3,coexistence,1,1,1
W8,915,0,coexistence,0,1,0
W8,915,1,coexistence,1,2,0.5
W8,915,2,coexistence,1,2,0.5
W8,915,3,coexistence,1,1,1
W8,916,0,coexistence,0,1,0
W8,916,1,coexistence,1,2,0.5
W8,916,2,coexistence,2,2,1
W8,916,3,coexistence,0,1,0
W8,917,0,coexistence,1,1,1
W8,917,1,coexistence,1,2,0.5
W8,917,2,coexistence,1,2,0.5
W8,917,3,coexistence,0,1,0
W8,918,0,coexistence,0,1,0
W8,918,1,coexistence,2,2,1
W8,918,2,coexistence,0,2,0
W8,918,3,coexistence,1,1,1
W8,919,0,coexistence,0,1,0
W8,919,1,coexistence,2,2,1
W8,919,2,coexistence,1,2,0.5
W8,919,3,coexistence,0,1,0
W8,920,0,coexistence,1,1,1
W8,920,1,coexistence,0,2,0
W8,920,2,coexistence,1,2,0.5
W8,920,3,coexistence,1,1,1
W8,921,0,coexistence,1,1,1
W8,921,1,coexistence,1,2,0.5
W8,921,2,coexistence,0,2,0
W8,921,3,coexistence,1,1,1
W8,922,0,coexistence,1,1,1
W8,922,1,coexistence,1,2,0.5
W8,922,2,coexistence,1,2,0.5
W8,922,3,coexistence,0,1,0
W8,923,0,coexistence,1,1,1
W8,923,1,coexistence,0,2,0
W8,923,2,coexistence,2,2,1
W8,923,3,coexistence,0,1,0
W8,924,0,coexistence,1,1,1
W8,924,1,coexistence,0,2,0
W8,924,2,coexistence,1,2,0.5
W8,924,3,coexistence,1,1,1
W8,925,0,coexistence,1,1,1
W8,925,1,coexistence,2,2,1
W8,925,2,coexistence,0,2,0
W8,925,3,coexistence,0,1,0
W8,926,0,coexistence,1,1,1
W8,926,1,coexistence,1,2,0.5
W8,926,2,coexistence,0,2,0
W8,926,3,coexistence,1,1,1
W8,927,0,coexistence,0,1,0
W8,927,1,coexistence,1,2,0.5
W8,927,2,coexistence,2,2,1
W8,927,3,coexistence,0,1,0
W8,928,0,coexistence,1,1,1
W8,928,1,coexistence,1,2,0.5
W8,928,2,coexistence,0,2,0
W8,928,3,coexistence,1,1,1
W8,929,0,coexistence,1,1,1
W8,929,1,coexistence,1,2,0.5
W8,929,2,coexistence,0,2,0
W8,929,3,coexistence,1,1,1
W8,930,0,coexistence,1,1,1
W8,930,1,coexistence,1,2,0.5
W8,930,2,coexistence,1,2,0.5
W8,930,3,coexistence,0,1,0
W8,931,0,coexistence,1,1,1
W8,931,1,coexistence,1,2,0.5
W8,931,2,coexistence,1,2,0.5
W8,931,3,coexistence,0,1,0
W8,932,0,coexistence,1,1,1
W8,932,1,coexistence,0,2,0
W8,932,2,coexistence,1,2,0.5
W8,932,3,coexistence,1,1,1
W8,933,0,coexistence,1,1,1
W8,933,1,coexistence,0,2,0
W8,933,2,coexistence,2,2,1
W8,933,3,coexistence,0,1,0
W8,934,0,coexistence,0,1,0
W8,934,1,coexistence,1,2,0.5
W8,934,2,coexistence,1,2,0.5
W8,934,3,coexistence,1,1,1
W8,935,0,coexistence,1,1,1
W8,935,1,coexistence,1,2,0.5
W8,935,2,coexistence,0,2,0
W8,935,3,coexistence,1,1,1
W8,936,0,coexistence,1,1,1
W8,936,1,coexistence,0,2,0
W8,936,2,coexistence,1,2,0.5
W8,936,3,coexistence,1,1,1
W8,937,0,coexistence,0,1,0
W8,937,1,coexistence,1,2,0.5
W8,937,2,coexistence,1,2,0.5
W8,937,3,coexistence,1,1,1
W8,938,0,coexistence,1,1,1
W8,938,1,coexistence,1,2,0.5
W8,938,2,coexistence,1,2,0.5
W8,938,3,coexistence,0,1,0
W8,939,0,coexistence,0,1,0
W8,939,1,coexistence,1,2,0.5
W8,939,2,coexistence,1,2,0.5
W8,939,3,coexistence,1,1,1
W8,940,0,coexistence,1,1,1
W8,940,1,coexistence,1,2,0.5
W8,940,2,coexistence,0,2,0
W8,940,3,coexistence,1,1,1
W8,941,0,coexistence,0,1,0
W8,941,1,coexistence,2,2,1
W8,941,2,coexistence,1,2,0.5
W8,941,3,coexistence,0,1,0
W8,942,0,coexistence,0,1,0
W8,942,1,coexistence,0,2,0
W8,942,2,coexistence,2,2,1
W8,942,3,coexistence,1,1,1
W8,943,0,coexistence,1,1,1
W8,943,1,coexistence,1,2,0.5
W8,943,2,coexistence,1,2,0.5
W8,943,3,coexistence,0,1,0
W8,944,0,coexistence,1,1,1
W8,944,1,coexistence,0,2,0
W8,944,2,coexistence,1,2,0.5
W8,944,3,coexistence,1,1,1
W8,945,0,coexistence,1,1,1
W8,945,1,coexistence,1,2,0.5
W8,945,2,coexistence,0,2,0
W8,945,3,coexistence,1,1,1
W8,946,0,coexistence,1,1,1
W8,946,1,coexistence,1,2,0.5
W8,946,2,coexistence,0,2,0
W8,946,3,coexistence,1,1,1
W8,947,0,coexistence,1,1,1
W8,947,1,coexistence,2,2,1
W8,947,2,coexistence,0,2,0
W8,947,3,coexistence,0,1,0
W8,948,0,coexistence,1,1,1
W8,948,1,coexistence,0,2,0
W8,948,2,coexistence,2,2,1
W8,948,3,coexistence,0,1,0
W8,949,0,coexistence,0,1,0
W8,949,1,coexistence,2,2,1
W8,949,2,coexistence,0,2,0
W8,949,3,coexistence,1,1,1
W8,950,0,coexistence,0,1,0
W8,950,1,coexistence,0,2,0
W8,950,2,coexistence,2,2,1
W8,950,3,coexistence,1,1,1
W8,951,0,coexistence,1,1,1
W8,951,1,coexistence,1,2,0.5
W8,951,2,coexistence,1,2,0.5
W8,951,3,coexistence,0,1,0
W8,952,0,coexistence,0,1,0
W8,952,1,coexistence,2,2,1
W8,952,2,coexistence,1,2,0.5
W8,952,3,coexistence,0,1,0
W8,953,0,coexistence,1,1,1
W8,953,1,coexistence,1,2,0.5
W8,953,2,coexistence,1,2,0.5
W8,953,3,coexistence,0,1,0
W8,954,0,coexistence,0,1,0
W8,954,1,coexistence,2,2,1
W8,954,2,coexistence,1,2,0.5
W8,954,3,coexistence,0,1,0
W8,955,0,coexistence,0,1,0
W8,955,1,coexistence,0,2,0
W8,955,2,coexistence,2,2,1
W8,955,3,coexistence,1,1,1
W8,956,0,coexistence,0,1,0
W8,956,1,coexistence,1,2,0.5
W8,956,2,coexistence,1,2,0.5
W8,956,3,coexistence,1,1,1
W8,957,0,coexistence,1,1,1
W8,957,1,coexistence,0,2,0
W8,957,2,coexistence,2,2,1
